customer_id,person_id,store_id,territory_id,account_number
b0e4cf2b-df53-4f16-ae62-12caaed1e75e,80f84036-e236-4b9f-acec-a525f99003ad,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00029452
ae8ccbbd-d526-4d2c-989a-105d0ba60cbe,9a0b12ff-077b-4ae3-9277-865991eadc11,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00027973
47f74983-0397-4a24-a900-a133467ebfc1,db8728a1-bdf0-4b66-b763-2fc39e119b0f,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00012658
381b0529-18e8-4243-a2a5-8715362d7347,,03acb1fb-7f4a-43c3-aead-6b7dc35ec3f7,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00000250
fd796975-271e-4ab0-8c2c-06900b0f72a7,dc619312-3406-4822-b43d-848660ca8962,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00015234
e8bdc6fc-5f4b-4b87-a268-3c9da2bebb67,1729a806-5af1-475e-9bba-57a6ff5870ed,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00029065
fcae2b71-39fc-4579-b6c0-db8fce963423,1ec45043-bd96-4ea1-8b10-fcdd6613b09b,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00020454
6572cbdc-c7e7-4c56-abb2-ea19a88a606c,0ba1d88e-f153-48c9-bfeb-58a3a817ed7e,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00022679
c9d11f7c-852a-4973-8e94-10cee51f2d71,cbd1e900-37b2-414a-a625-3030eca7791e,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00013667
3dcf471a-2cc4-411a-96ae-3d1b71e9764e,b2d4994e-f694-4672-8119-a8288404c6ae,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00012039
b5c5eb4e-3375-4a68-8e55-63a211bc22c2,a76d8642-bdf4-47f3-9e84-a98609f77fd4,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00027184
158538ba-9aab-4095-8223-d5a8f0262373,0c74c5ae-09ad-4865-abfb-ccb4138742e7,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00017896
5664e7e4-173c-4006-bf90-be6380fc20fd,3527e8b0-6ca6-4ed7-b95b-6352432cb05a,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00015609
4936eaf0-01cd-47a8-83a7-29b8ce0c1889,c0602ae9-e0f7-41f5-aec6-681f67845771,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00012392
9ac6fe15-435d-4dd8-bf24-59540c6c022a,5aaf91bd-fe95-4f89-8e30-8b788d584783,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00029186
37d39184-49c1-4fb2-8a90-05d670db54f7,7c787550-6db9-4f56-bdc7-a4229b18670c,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00015733
43481cb2-f255-43df-82eb-037ba1e147c7,54c4fea3-015b-4a97-ae9a-c1eec134584a,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00012989
58879ec8-ee4e-4af5-bcc3-174522fed525,21a21d55-a094-4d76-a3c6-bc4c2ede0535,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00021175
c568ae5f-e79e-4411-a6da-11fd3bde880a,4f578b43-7d5e-4f38-a372-71e1bc4f89d9,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00020548
a3b218db-76d6-46a7-a42e-07d26fe7beb2,e6523579-5105-4454-af85-384f74cf8d40,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00022660
b18d5b73-780e-40c0-af5e-9c40170bbb90,e522caaf-9b8e-4efa-a8de-9aeff4452faa,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00024133
8edbed3e-a19b-482d-b440-02557b5c7edb,f92997ba-a926-47c8-8b14-d57f356c666c,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00020849
0aa27411-3b0b-4e0d-b524-4285f9199108,3438515e-9512-45c6-ac80-fe3a8b5080e7,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00016187
4c2773eb-3051-48eb-bf6b-91b92244180f,db42303f-583a-4710-bc6e-ff538618722c,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00026770
b519e68a-8f80-4e69-84df-591a19a13d54,4209bb4c-7229-4de5-99ef-09f80fc68eb4,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00011495
852ff26b-3370-44ae-a1ae-ea3b1ddb89a2,1dcfd1a4-baf8-45c1-8212-8845d0deaf0d,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00011917
1097c788-dc9c-47c3-9dfe-72a5f41cd1c3,28e442df-51a2-42ea-8d0d-d9817920f622,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00016622
5d62f240-258e-42c7-a381-51b41fb28ced,c1dda5f9-d6a8-45ad-b796-6722ec8abd4b,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00017093
3d4a1f1d-279d-4997-a730-23cf822b1a57,6507e2e7-edd9-49d7-aac8-1363d6a465ff,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00012304
b2bad351-49ea-4c72-9743-788c54a64d5b,1658d072-f2bb-4d28-bf68-fe403a40dabb,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00017334
370e261c-3348-47cd-9115-21f1a5c65dbd,0bbd7a57-6c66-46ff-8b5c-e91ef8681375,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00014720
0340fece-fb70-4d30-8e7c-5fcf54ccd91f,6de3af8d-ebb7-465f-8efc-fa700a69ff3f,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00025486
0592d67f-bfa9-45b9-a24b-64081eb446da,ff5684b0-cea6-4cf9-b72f-5de73fe198d3,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00017495
3a8e9bac-1793-458e-a810-d7c2fcd55842,4a08dd3b-31f0-45c6-9698-81de9035a8b4,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00015028
e7bc12d5-ff84-4ec4-9566-58e3f4c1fbb3,66fd7440-8064-4914-8bcc-a4644b88dad6,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00018015
92c5e144-ae1d-4ef0-b5ad-58b1af896ee4,e94a8c41-4429-4fe4-8f1b-4796dc8d7fe5,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00024504
2002aabe-8ba1-4c30-a52c-8903f2c07d84,2a987913-0ebc-45a8-aca9-faa99dc4379b,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00018331
7ab4dcbd-0808-449d-9eda-219b0911e89c,52c7fab5-3528-424a-940f-6caaee9dfbb6,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00026231
0e34abe5-7089-456d-8cda-760a607d01dc,f1d9b1d0-43f9-49ef-8bb7-0822459b87b4,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00026379
f063a9de-6f89-47cc-9ab7-b287c4032181,2a54186a-6b73-4599-b58c-7afbd80ad035,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00016306
1bdd9602-3a39-4f81-a457-5966feb0f6c6,cce88532-ed52-44df-8516-7fdca1ed8843,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00017813
a3a6b04a-a5ae-4703-b0e2-cb814e5a232e,d3b2f9f7-9bec-44c1-b99a-57995b502c04,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00020165
5e2579a3-193a-4b04-b0b1-e06958209da2,489784cb-40d8-4b55-b4ad-22c40d65cecb,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00016409
626e829e-ab58-461e-a084-bbfc47e5e3ab,bca976d9-22f9-4208-aab4-986cbec39a9c,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00029091
12ee4633-7c85-4072-9aac-4eb482063161,99d0ae14-7af9-45a8-a0f6-6c844c4d2466,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00023218
b34b8376-1308-4960-88d7-c83f77a4393f,128b5adc-eba4-4e91-909c-98eda1e93045,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00016268
8d6bda03-5d52-41ea-a08c-e842ea25c8ff,29a8f7ea-bf20-4d6c-be83-d7d25b49fe15,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00020150
ff0d98ef-cec8-4f9f-af11-332875b31b6a,0a342e60-d2d7-454e-9188-a01da83b336a,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00014806
56186139-7dda-48fa-aec3-34c52bb88047,6b6682fb-6397-44f0-bbc6-83724c720a08,06dbb2a5-bd07-4ab6-ade5-89c2a2e82b42,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00029823
3e9b1665-7fa6-4399-9531-cab48464851c,8bf5db85-7330-4175-9383-c48f33444853,562eb541-ed31-4a78-b58f-ec1ecf57dea7,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00029488
1df7204b-3387-4d96-a48f-97d6792b9e6b,452043ed-5735-4355-bda2-dba978ebe0ef,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00024145
9ece46f4-e1d0-4229-93fe-960bc5edc1d4,cf98f152-2df1-46f6-a1ec-917e75922908,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00027788
f40b9b46-5e2b-4294-a482-182d7fc540e5,bbb4d44a-ef23-48c6-983b-4fcf75426a1b,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00012706
99f98cf7-e904-4e18-9d03-060dcbfc7c14,9f1fc837-f668-4c51-bba3-09cf3da18c12,0706746c-0aee-46ec-acfe-628f8c6be635,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00029932
bf4a7bde-94b2-4467-868f-37d189278abf,d1e5ee08-d326-4cb7-9a7d-5cd2ac67771a,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00021256
ef0ada52-7b42-4e7f-bf04-1de596f7cef3,73721b55-0fd8-4e9c-a6fb-fa41b63a5772,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00013091
710dd4d9-1571-4f96-ba18-53aa1d520d67,7b30e955-937d-4998-b6ef-b0e7b2923ced,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00011896
f76b9fb6-483e-4575-8369-af5fe1a676b1,87582b4c-6a99-425b-8713-ed5933e304e2,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00020134
3412d3c6-ae8a-410e-9e8b-a7e3eb125d3b,283a23f2-a949-4a48-8dba-ce471ed89b0c,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00022573
e1c42397-526f-4ce4-843b-6c546f3fb985,61cf1192-7778-432f-8751-412fd2f4ca6a,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00019046
fb201e21-bceb-49f3-aba1-7e735fbf3a5a,fe134e59-75f0-4c3d-b479-caf340db0c40,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00025756
7ad92b98-b28b-436b-8b58-0804db68d663,8669da03-f7d8-461d-9fff-919e7db900a2,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00029443
1217b9d1-678b-477e-842b-e0ad344c915b,d2bb6f37-d3f7-48cb-b0dc-2e067c83c487,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00016164
5adfbe02-38e7-46b4-8adb-fb6e786e3470,235046dd-0446-4cee-9d0e-094d38a2d835,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00016288
ad41fab6-ac4b-4796-8260-998977fac6f3,466a96d4-5d78-4f6d-b7f6-f2799ca97bb3,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00021738
ab543971-affc-4da6-8f02-bf1a03a3fe84,0201613f-d01a-480b-8e30-c1372c40ed99,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00020148
3df624bb-5ea3-435f-b8ca-1a8928c456a1,0a1787cd-f2eb-4cc6-97c9-96f6e3eb0358,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00026217
72048476-c0e2-45d0-b2b6-342dfbf10cb0,a37a85f2-322f-47ec-9d46-3a793ad98ac2,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00018929
20b1a084-adb8-499e-95f8-893ce7d70ba3,874a79ba-d31c-455c-8609-f8e191ffdcb7,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00027972
b90e3d49-8101-4ae1-a53e-56818e375e32,f068992a-78a4-4333-a4a5-3a05649abb04,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00025036
baa39820-fba5-43a9-81dd-6c3a1c22b5ac,cbab190c-d5ff-4d35-aa29-273157c9c948,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00011990
7d13881c-0cc7-4bdc-9029-129cbbdc1799,7277472e-cf9e-4f89-90f9-6ff0dfc40119,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00012333
2e0d65d5-aafd-4d59-aa6d-3ebe64e9103e,94df1d27-f966-436d-83c9-6a932bdca939,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00015463
107ef387-944c-4fca-9892-08c879c46905,35f0ae47-a34e-4015-a27c-4d825c70b66e,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00013643
ea6a42ad-994e-46ae-8932-8fb03f285764,ebbbc640-109f-4539-8d70-052569c2564f,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00022839
f01c9cc8-18b3-4f34-9cb2-940dfd999c05,af39c8c7-3a4f-4270-a301-0964120ad9cc,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00028909
42903262-3c5f-46b4-bec1-b03d9da57d66,4e13399f-8dc4-4b7a-b7cb-a5e024441313,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00011567
23624466-0dba-4a65-bea7-a22b93c5fca8,f9d0f5c2-478c-4fe3-90b2-95abbb7c8a99,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00023975
b81d0dc7-8b8f-4424-aa49-aa7b702b8e11,131082b9-ca32-4a4b-919c-105926f506f0,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00020941
820b8a41-5025-4461-8927-b592503d1c13,b90bf75b-431f-4474-a461-7ce0e71a7e26,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00014225
10d07153-7cd9-4a99-b5af-8ca19ca358a6,,e0dd80fa-378f-4cd8-916a-bbec07c5a4f2,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00000592
0ad5cd69-5bd5-4057-98ac-58f3ce2e1045,a7288803-1835-4245-9492-6d9fb76510aa,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00019761
f000e0b2-2b27-48d0-86cf-76ef58670fda,bf2cede9-1598-4d69-8cfa-c43af8e98c94,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00019949
34021dfd-2026-4b6c-9aa8-f863727fc7d5,5e8e5d88-e605-4468-90cf-9109c24b7b8b,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00019277
c15d97b3-d448-480d-b4b1-1ee1c994c877,17aee9ce-fe8a-41a9-aea7-e777dd56ea05,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00028535
7004cf9c-6a15-43e9-931a-7d986b423900,618acf0c-910c-4eb4-aef8-8fb9623ba8ee,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00022648
7046771d-60d4-4cd2-93b4-51211f87a01a,ed5ced81-3295-46f6-b7b2-a398009cfe8c,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00025325
b1c0b093-1962-4eff-bd77-8f80ee3972af,4d6977ae-67df-48b6-9228-9f4fae711118,af39eeb6-feb3-4df5-a2f1-407ecdc01998,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00029634
dff78866-5a70-4623-97bc-e0f514100874,4a544311-d688-4025-a5d0-1cfdb8b6c1a3,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00020726
6c6e235b-698a-4ecd-b70a-4ba8290ffa6c,55f65a79-d6b8-4cec-b1f9-318e0e33b5c3,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00027337
a79e870f-285f-4db4-940c-ea09aabba6e9,56bdf522-3eac-42f6-b0b8-d023eeaafba0,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00025490
