store_id,sales_person_id,name
cfa7a82b-ff1b-4887-ba54-c4d354dd31a5,16eb6889-25f7-475a-9eff-92024a00fde9,Imported and Domestic Cycles
14ced7ef-b9ac-4238-a41a-5d32299e98b3,59948fbd-99d9-43fd-b5ab-20614fc4193d,Systematic Sales
f71d1032-69d5-4cec-9387-2abf0749ba81,28141e19-49e8-4090-9196-6e8f43b10de8,eCommerce Bikes
6338be51-26ba-463a-afe2-b05ced37e666,0ca60d7b-b278-4a10-88c7-aa2c62611482,Mountain Toy Store
416d8642-6921-4523-bd8b-5994d00d5afa,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Retail Sales and Service
1f550127-bb56-4a43-b5b9-3ba81f03ebcf,27d62980-8d18-4170-95a5-7f7bb9cada5a,Designated Distributors
eeab60ab-4078-4e66-905e-b6f831f071e4,16eb6889-25f7-475a-9eff-92024a00fde9,Bold Bike Accessories
059fbde0-a554-4a52-920f-a5c2822bdf00,9787b7d5-2461-464d-9354-2da1defdb675,Twin Cycles
ae1946ea-94cf-4ef7-8d69-a55f85ad5f36,28141e19-49e8-4090-9196-6e8f43b10de8,Tiny Bike Boutique
bc45d796-351a-4b41-8858-f5313166ed64,28141e19-49e8-4090-9196-6e8f43b10de8,Acclaimed Bicycle Company
a0a455a2-5a97-4645-b7a6-20d63237b2c8,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,Serious Cycles
23345cba-009c-4eb3-ac73-35d4d278eac5,9787b7d5-2461-464d-9354-2da1defdb675,Quality Bike Sales
79120b75-3d7c-4435-a707-d7f24ce1ea16,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Novelty Bikes
4ebf1c75-48ea-445c-8636-e8d98a6d537e,28141e19-49e8-4090-9196-6e8f43b10de8,Distinctive Cycles Sales & Service
e7f330c6-994a-4c12-a5f3-ea204389fed8,28141e19-49e8-4090-9196-6e8f43b10de8,Leading Bike Distributors
8049f2f8-818c-414c-8f69-e11729e0ffea,28141e19-49e8-4090-9196-6e8f43b10de8,Activity Center
8b5fe1a9-82bc-4482-ab9e-81bf5ef913c9,59948fbd-99d9-43fd-b5ab-20614fc4193d,Brightwork Company
fdfe979d-b466-41a3-a44b-d52f873e144a,16eb6889-25f7-475a-9eff-92024a00fde9,Resale Services
63f0a9b7-ce26-40b8-b330-9b956cce6b85,0ca60d7b-b278-4a10-88c7-aa2c62611482,The Gear Store
2c194ec5-e574-4e37-80c0-9eb80153af48,0ca60d7b-b278-4a10-88c7-aa2c62611482,Immense Manufacturing Company
4a28574b-cfee-43ab-84c4-0324a7366ed9,16eb6889-25f7-475a-9eff-92024a00fde9,Extended Bike Sales
1b89d137-9235-4280-b29d-23e9598daeae,9737ee67-ea97-4ab7-9e6c-70f8878c6ab2,Pedaling Components
adb7d524-1765-45c9-9366-16551f391078,27d62980-8d18-4170-95a5-7f7bb9cada5a,Workout Emporium
9d8eac2d-e329-4d9d-8305-bf24c796fab9,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Work and Play Association
93e5c14d-78a5-44b9-b352-0cc84fed3e30,9787b7d5-2461-464d-9354-2da1defdb675,Seaside Bike Works
523ed470-f1f2-487e-8838-7aa30a304e12,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,Nice Bikes
3408a2b3-f3eb-4f52-b66e-87019b299fa2,16eb6889-25f7-475a-9eff-92024a00fde9,Remarkable Bike Store
46fa3c57-6936-4a8b-b486-1d87650a87a3,e03321bf-f1d3-4324-9184-008d6fb535da,Road-Way Mart
d9e395e7-7140-4da4-a555-12b2068996a2,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Small Cycle Store
1182a677-2d27-42d3-9aa6-27ef790a5e83,28141e19-49e8-4090-9196-6e8f43b10de8,Blue-Ribbon Bike Company
9d611b3f-8326-4e98-8594-116b1007752f,16eb6889-25f7-475a-9eff-92024a00fde9,Flawless Bike Shop
45a900bf-10b6-49ff-acdd-d6994a8cd063,0ca60d7b-b278-4a10-88c7-aa2c62611482,Grand Bicycle Stores
31422d58-e3a5-49c8-ae97-cf70a6747976,59948fbd-99d9-43fd-b5ab-20614fc4193d,Exertion Activities Club
42415c5d-959d-4902-a41c-2d80501b0504,e03321bf-f1d3-4324-9184-008d6fb535da,Impromptu Trips
49f60061-1174-42eb-bdfe-3d0df1392db4,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Margie's Travel
9a60c6c3-8124-4964-953e-0759d475c9ce,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Kickstand Sellers
0a7f5f12-801e-49d7-8a1f-7a6954ac9e04,9787b7d5-2461-464d-9354-2da1defdb675,Nearest Bike Store
bd2c7d2b-b56d-41cc-b290-9dd69b2b9660,9787b7d5-2461-464d-9354-2da1defdb675,Fast Bike Works
a4b09741-7fa1-48ae-8266-473964c3ec2b,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,Gasless Cycle Shop
f1aaa280-d133-4b45-8325-53ae970bac4e,28141e19-49e8-4090-9196-6e8f43b10de8,Lubricant and Grease Suppliers
8867ef7f-ee5b-462f-ab3c-dc6126757834,9737ee67-ea97-4ab7-9e6c-70f8878c6ab2,Teen Discount Store
30730f2d-9efe-4b95-b5f2-46a4c6fdea81,27d62980-8d18-4170-95a5-7f7bb9cada5a,Transportation Options
3ec0b5a0-5d46-449e-bbc0-a0464bed2e19,9737ee67-ea97-4ab7-9e6c-70f8878c6ab2,Capital Riding Supplies
6698b203-32b3-4edf-9e17-2e77ad66833b,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Bike Boutique
2b1a4fa3-275a-4222-8046-154cf4690f3c,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Bikes Anyone?
a6ab3793-5c48-4c64-ad00-8303510aab10,9787b7d5-2461-464d-9354-2da1defdb675,Cross-town Parts Shop
36812537-9b1b-456a-a19d-502e92fd3da4,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,Finer Cycle Shop
4bbea719-7d1e-4c36-abc4-0a86d8c7676f,48505c49-f9c7-4476-a670-158f89c331a7,Center Cycle Shop
48701014-14b5-4ea4-ab5a-033b9d1f91f9,0445ab08-f703-4d2c-8ab3-fb7948bc1a48,Bulk Discount Store
5d911e52-11d3-4dd5-b226-e93c483b15ea,3c91dda3-5a66-476e-b9d4-b686e959bda5,Country Parts Shop
96fb6359-e6f4-4eb1-aea2-8d6ea7659391,9787b7d5-2461-464d-9354-2da1defdb675,Second Bike Shop
224379d0-ce57-4a73-a5d5-8fc29cd7c4b0,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,First-Rate Outlet
f81a290f-d936-478f-8104-8fdf1762b847,28141e19-49e8-4090-9196-6e8f43b10de8,Juvenile Sports Equipment
d25cc191-9f4a-4ffe-b975-62ead389654e,e03321bf-f1d3-4324-9184-008d6fb535da,Another Bicycle Company
fc0a5080-1288-4a6f-8e75-9fcc36a9b496,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Fourth Bike Store
a843d8a6-f0ed-47f2-a051-21408da51910,9737ee67-ea97-4ab7-9e6c-70f8878c6ab2,Rodeway Bike Store
363c6eb5-ea65-433b-b053-8dd473f7a24b,16eb6889-25f7-475a-9eff-92024a00fde9,Traction Tire Company
41494579-9041-487e-844e-49cdc164fe87,0ca60d7b-b278-4a10-88c7-aa2c62611482,Unsurpassed Bikes
985acd4c-3c9d-462f-bb76-9687ddc00dd8,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Field Trip Inc
7e9a7d60-5bf2-4e62-b8e5-ab50a2024c55,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Tire Company
d973dcfa-58f0-4659-9305-439cfbabc7cd,9787b7d5-2461-464d-9354-2da1defdb675,Uncompromising Quality Co
6e17f5b2-2e5c-4aa7-b905-bc900c262bfc,59948fbd-99d9-43fd-b5ab-20614fc4193d,Metallic Paint and Overcoat Co
5f28c5dc-26b8-468e-ac73-2b4c2ff869ee,16eb6889-25f7-475a-9eff-92024a00fde9,Pro Sporting Goods
84261650-d076-471e-9802-a97bb91e6b73,28141e19-49e8-4090-9196-6e8f43b10de8,Sporting Goods and Bicycle Shop
cb44551e-96a4-4634-aff5-7377de6d2700,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,Odometers and Accessories Company
6bf0e94f-52f4-4eb5-a569-a5bae6994906,27d62980-8d18-4170-95a5-7f7bb9cada5a,Scratch-Resistant Finishes Company
561cbeb5-f4ef-442d-8d68-353c77f080ed,28141e19-49e8-4090-9196-6e8f43b10de8,Topnotch Bikes
244dfe8e-0cc0-4e52-8e7e-c663815216f3,59948fbd-99d9-43fd-b5ab-20614fc4193d,"Unicycles, Bicycles, and Tricycles"
61e0f43a-d25c-46af-8670-e3fa1624f924,e03321bf-f1d3-4324-9184-008d6fb535da,Safe Cycles Shop
c1dd1285-cff7-456e-957b-56769a209b59,59948fbd-99d9-43fd-b5ab-20614fc4193d,Number 1 Supply
745e0bce-cfc2-4fb2-9bca-253c1b4cd2a1,28141e19-49e8-4090-9196-6e8f43b10de8,Industrial Supplies
d922410a-680e-4d21-9de7-6a027e42c0ed,59948fbd-99d9-43fd-b5ab-20614fc4193d,Golf and Cycle Store
15b099b3-9ae5-4f49-adbb-e150e00a2cbd,28141e19-49e8-4090-9196-6e8f43b10de8,Front Runner Bikes
50d3c3f7-3cc3-46a3-ab5e-8a8e3e565a12,3c91dda3-5a66-476e-b9d4-b686e959bda5,Favorite Toy Distributor
e56dfdc5-9b49-43be-b4ab-80d0fbabff6b,16eb6889-25f7-475a-9eff-92024a00fde9,World Bike Discount Store
4787d697-9add-46b1-b1fd-20d491e77b80,0ca60d7b-b278-4a10-88c7-aa2c62611482,Global Sporting Goods
79f2be9b-6746-4ccf-980f-8acd5e4eb19e,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Historic Bicycle Sales
51ca2aa3-2c2b-4b2e-b5fb-5a7f74b8bb7a,27d62980-8d18-4170-95a5-7f7bb9cada5a,Commuter Bicycle Store
aaea38b0-c524-4441-883f-f4d55598646d,59948fbd-99d9-43fd-b5ab-20614fc4193d,Coalition Bike Company
6d504d4b-1d6d-4586-80a3-2be71a8b7acb,0ca60d7b-b278-4a10-88c7-aa2c62611482,Travel Systems
78f4d243-d27f-4926-be31-e2b6a4cdfca0,0ca60d7b-b278-4a10-88c7-aa2c62611482,Grease and Oil Products Company
b056a8a7-d445-4c45-b9dd-9318bb204c11,48505c49-f9c7-4476-a670-158f89c331a7,Moderately-Priced Bikes Store
cee9bc8c-58cc-4287-8850-9ab679194001,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,Toy Manufacturing Inc
c6d4bad7-221b-4fec-b078-8e49697d4304,28141e19-49e8-4090-9196-6e8f43b10de8,Eighty Toy Stores
7553ebd0-f41b-4dc8-ba61-b94a95b70821,16eb6889-25f7-475a-9eff-92024a00fde9,Economy Bikes Company
ca9e586a-ed6c-4106-b6cb-688c4a7e485a,0ca60d7b-b278-4a10-88c7-aa2c62611482,Third Bike Store
e700876b-6bc3-45ed-a9de-46fb6edd8b95,3c91dda3-5a66-476e-b9d4-b686e959bda5,Atypical Bike Company
7eef5994-8f41-44c1-898b-85912ff143fb,27d62980-8d18-4170-95a5-7f7bb9cada5a,Bikes for Two
c8d73727-dd4a-4236-b37c-84b2ef502cca,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,Metal Processing Company
07d7af6a-30bb-4e24-8a29-3e1cde9b4ff9,28141e19-49e8-4090-9196-6e8f43b10de8,Widget Bicycle Specialists
0de242f3-c31b-49f6-8582-eb4535dd6bca,59948fbd-99d9-43fd-b5ab-20614fc4193d,Initial Bike Company
f37d2eb8-337e-4c5b-b671-5b672f07f45a,e03321bf-f1d3-4324-9184-008d6fb535da,Latest Sports Equipment
4d03631d-9597-41a4-86d7-65d16e45909a,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Modern Bike Store
0ab96857-8eac-4f03-a1f8-10e376814689,48505c49-f9c7-4476-a670-158f89c331a7,Raw Materials Inc
56a3f6c5-d0fd-4f5e-8819-ef3294dec67c,0ca60d7b-b278-4a10-88c7-aa2c62611482,Lots of Bikes Storehouse
c105eb7c-1301-408a-acd0-30a7d498c3d5,59948fbd-99d9-43fd-b5ab-20614fc4193d,Futuristic Bikes
d2886b0f-ef7e-4cc5-bece-92d3d88e1a3c,e03321bf-f1d3-4324-9184-008d6fb535da,Parcel Express Delivery Service
7f3b493b-b875-4b03-b42c-c96b8b57cfd7,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Outdoor Distributors
534b69a0-d8a7-4af2-954e-8e50766f2c90,9737ee67-ea97-4ab7-9e6c-70f8878c6ab2,North Bike Company
86bc5095-d641-4b7e-aea4-b9e9d5883ca6,0445ab08-f703-4d2c-8ab3-fb7948bc1a48,Prosperous Tours
511927c4-ac12-4921-9fa5-55cef1b4e72b,48505c49-f9c7-4476-a670-158f89c331a7,Nonskid Tire Company
5a060159-560e-49cb-b27f-acc954f72d3c,9737ee67-ea97-4ab7-9e6c-70f8878c6ab2,Amalgamated Parts Shop
cfc0e7dc-736a-435b-ad14-5e8dbc89857d,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Metro Bike Works
98665be7-5277-4f34-9dd3-5bcce985eaf1,0ca60d7b-b278-4a10-88c7-aa2c62611482,Best o' Bikes
90629225-9bfb-41c8-81e0-bb91bd885af0,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Painters Bicycle Specialists
a0163f61-97ec-436c-81a3-efa5edc62bbc,0ca60d7b-b278-4a10-88c7-aa2c62611482,Client Discount Store
53d47bf4-7974-4164-af9a-ac7d6510096c,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Eastside Sporting Goods
08684263-04f5-4caa-862e-a85d225f353c,9787b7d5-2461-464d-9354-2da1defdb675,Helmets and Cycles
8f8ebd60-9950-4187-9fe9-acead2a89e1c,27d62980-8d18-4170-95a5-7f7bb9cada5a,Requisite Part Supply
2f544ce9-fdfe-426d-bf9e-aaeeac35888c,28141e19-49e8-4090-9196-6e8f43b10de8,Racks and Security Systems
9fd1d581-c3c9-46a4-ad5d-3eb173385e5d,59948fbd-99d9-43fd-b5ab-20614fc4193d,Mechanical Products Ltd.
361f2385-b3fd-4d48-9556-56a1955b6488,e03321bf-f1d3-4324-9184-008d6fb535da,Commendable Bikes
8792bafe-0eef-47af-b6b1-6cc754f5a729,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Online Bike Sellers
4dea4658-f1f3-4f8e-bf95-77278933c3cb,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,Custom Accessories Company
874113ca-03bf-40e6-b1e5-cb118681af01,9787b7d5-2461-464d-9354-2da1defdb675,Unusual Bicycle Company
33fa8ac4-7e42-489b-8be9-6845ac87b982,27d62980-8d18-4170-95a5-7f7bb9cada5a,Courteous Bicycle Specialists
b347aad5-acff-4dc4-bbda-1ee83d262298,28141e19-49e8-4090-9196-6e8f43b10de8,Hobby Store
b703310e-0b16-4ace-848e-ef5ee865d7c5,59948fbd-99d9-43fd-b5ab-20614fc4193d,Professional Cycle Store
1707eef7-9e9c-45b9-ad3b-d8802ad45b90,59948fbd-99d9-43fd-b5ab-20614fc4193d,Bike Universe
801fb7e3-366f-4836-8a5e-8b99a243aeda,e03321bf-f1d3-4324-9184-008d6fb535da,Fifth Bike Store
ccf3a53e-9603-46e1-985a-f6bbfd033a3e,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Independent Outlet
3508c880-faf9-44c9-ad62-6d9548f15526,9737ee67-ea97-4ab7-9e6c-70f8878c6ab2,Rambling Tours
deae95f3-f27e-488c-8002-51ec4daef001,27d62980-8d18-4170-95a5-7f7bb9cada5a,Farthest Bike Store
ea5901c7-f681-4276-a3d3-4cc4eee16707,9737ee67-ea97-4ab7-9e6c-70f8878c6ab2,Excellent Bikes
a873f98e-2a64-4060-aba5-203d6ecc0234,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Curbside Universe
2e2344c9-9526-41bb-948f-2c8da6bfe1f8,48505c49-f9c7-4476-a670-158f89c331a7,Alternative Vehicles
ff441b3b-c1a6-4f05-93ae-45f4b935e8e3,0445ab08-f703-4d2c-8ab3-fb7948bc1a48,Channel Outlet
64141e14-8da3-4400-8a41-40d3b02939c1,3c91dda3-5a66-476e-b9d4-b686e959bda5,Full Sports Supply
d6580f01-7d64-4512-8d91-fb20fd4c344f,27d62980-8d18-4170-95a5-7f7bb9cada5a,Retail Mall
151473fc-e3d5-4394-a0b3-4c561c905bd1,3c91dda3-5a66-476e-b9d4-b686e959bda5,Racing Store
e6b7cf6c-b118-4495-b41a-c52215a47eb0,0445ab08-f703-4d2c-8ab3-fb7948bc1a48,Metro Metals Co.
1c8fe6af-2c99-41a9-93e1-a90216ea73c6,0ca60d7b-b278-4a10-88c7-aa2c62611482,Sheet Metal Manufacturing
a1a33b27-c059-4a2a-a9ae-319b46481816,48505c49-f9c7-4476-a670-158f89c331a7,Thorough Parts and Repair Services
cceebacb-8679-4f0e-b3b4-3bb14ec5f40f,0445ab08-f703-4d2c-8ab3-fb7948bc1a48,Uttermost Bike Shop
1ddbdb0d-e287-4c38-89e8-2220bc4e5975,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Mechanical Sports Center
d896251a-81d9-4b19-907c-3d4d79288f4c,9737ee67-ea97-4ab7-9e6c-70f8878c6ab2,Speedometer Sales
35054430-7911-49b0-b0ec-2d5fb17e1ac4,27d62980-8d18-4170-95a5-7f7bb9cada5a,Two-Wheeled Transit Company
f0283528-b72c-40f6-88dc-c976887edcf7,28141e19-49e8-4090-9196-6e8f43b10de8,Mountain Emporium
bc0ad1fc-f5be-4b4e-ade4-1424b627512f,e03321bf-f1d3-4324-9184-008d6fb535da,Metro Cycle Shop
6e87f7f1-7037-4d12-8f1c-1efa69d1690f,59948fbd-99d9-43fd-b5ab-20614fc4193d,Outdoor Sporting Goods
b5a41797-56af-48eb-bb47-d64073cbe9ed,28141e19-49e8-4090-9196-6e8f43b10de8,Tread Industries
e26b50dd-64b5-4bc1-9717-4cfd74bc9a21,27d62980-8d18-4170-95a5-7f7bb9cada5a,Petroleum Products Distributors
25954d2f-69ee-44ce-badd-1645e64b51cd,28141e19-49e8-4090-9196-6e8f43b10de8,Tandem Bicycle Store
eabcf90c-263d-4627-bef2-2c811c70cd00,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,Bikes and Motorbikes
35ad7c40-6365-41c8-b08f-9f4400b31139,9787b7d5-2461-464d-9354-2da1defdb675,Budget Toy Store
4ef41685-04b7-4974-b9a4-d4ab98497d93,27d62980-8d18-4170-95a5-7f7bb9cada5a,Camping and Sports Store
a8252ae6-f8ec-48d5-9263-1ce234469b0e,3c91dda3-5a66-476e-b9d4-b686e959bda5,Ace Bicycle Supply
b75848d1-dcfa-4109-b216-fc27efb6da3d,59948fbd-99d9-43fd-b5ab-20614fc4193d,Rural Department Store
662594a4-ed63-4375-81c7-889a81e386d2,e03321bf-f1d3-4324-9184-008d6fb535da,Sports Commodities
38f60be8-010e-4640-ac26-20916fe76c1e,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Riverside Company
af39eeb6-feb3-4df5-a2f1-407ecdc01998,9737ee67-ea97-4ab7-9e6c-70f8878c6ab2,Bicycle Exporters
44221859-7ed9-41ab-b54e-a67a3eaef8b8,0ca60d7b-b278-4a10-88c7-aa2c62611482,Responsible Bike Dealers
0db1b054-98e6-45ea-8bb9-ed75b3e0a860,59948fbd-99d9-43fd-b5ab-20614fc4193d,Western Bike Supplies
33248c19-6c75-4997-baa4-db3f963f458e,0ca60d7b-b278-4a10-88c7-aa2c62611482,Advanced Bike Components
bc1d0fa7-e378-4d37-8768-91fb828da10d,16eb6889-25f7-475a-9eff-92024a00fde9,Aerobic Exercise Company
3d704024-cf06-4238-851d-cae533b45da4,9737ee67-ea97-4ab7-9e6c-70f8878c6ab2,Rural Sporting Goods
9ed79cf9-0005-4fd8-8b40-581f1908f02b,27d62980-8d18-4170-95a5-7f7bb9cada5a,Corner Bicycle Supply
5e3bb0b6-59b6-4785-91a2-dfb241201bc5,28141e19-49e8-4090-9196-6e8f43b10de8,Distance Bikes
0d7364b1-0b3a-4e32-8711-4a259fe6224e,59948fbd-99d9-43fd-b5ab-20614fc4193d,Westside Plaza
3e2745c7-e419-47aa-8423-f506f8a67151,28141e19-49e8-4090-9196-6e8f43b10de8,Ultimate Bike Shop
426ebfc9-dc7d-45e4-9e7d-20f957536aaf,e03321bf-f1d3-4324-9184-008d6fb535da,Outstanding Cycles
2ef7e76e-6840-46f1-bf6d-f7777fe1eccc,0445ab08-f703-4d2c-8ab3-fb7948bc1a48,Vigorous Sports Store
e5ad5260-60b6-4dc1-80f0-def44078ac51,48505c49-f9c7-4476-a670-158f89c331a7,Sports Merchandise
c04840a0-637a-4e93-976f-d948463fd390,0ca60d7b-b278-4a10-88c7-aa2c62611482,Fitness Toy Store
32626380-c88d-4a0b-a02b-d2f370c91c86,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Casual Bicycle Store
6fb893a6-4949-46c7-87bc-f26a03467d64,9787b7d5-2461-464d-9354-2da1defdb675,Fitness Discount Store
326c44d8-1b70-4345-957b-bc372466cca4,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,General Cycle Storehouse
419f47b9-0290-4100-b7cf-62affa50810b,59948fbd-99d9-43fd-b5ab-20614fc4193d,Fitness Cycling
8ba1dfd9-010d-4815-afaf-8e1cc525d7ee,0ca60d7b-b278-4a10-88c7-aa2c62611482,Good Bike Shop
22fff516-6cd3-4097-93dc-059e554b0535,48505c49-f9c7-4476-a670-158f89c331a7,Imaginary Toys
20997a2c-9173-4977-bd8d-1edc2bd51324,9787b7d5-2461-464d-9354-2da1defdb675,Inexpensive Parts Shop
df967466-f4be-4db1-9868-34feecac2265,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,Nuts and Bolts Mfg.
5c54f74c-116f-43d9-bc1e-912500fa96a5,28141e19-49e8-4090-9196-6e8f43b10de8,Principal Bicycle Supply
a74c22d2-8e67-4135-9a25-0297db8f4b98,16eb6889-25f7-475a-9eff-92024a00fde9,Thrilling Bike Tours
04846e6d-87d2-4e49-8f18-cfefbb1984b0,0ca60d7b-b278-4a10-88c7-aa2c62611482,This Area Sporting Goods
b2fdef02-e1dc-431f-a163-3a3447d11011,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Full-Service Bike Store
446484ce-39c8-47cc-9305-3a6d7e253fc1,9787b7d5-2461-464d-9354-2da1defdb675,Plastic Products Manufacturers
8238987a-0fa6-4881-b472-df219ce56494,9787b7d5-2461-464d-9354-2da1defdb675,Kids and Adults Cycle Shop
0620e74a-98e4-46bc-871c-72eaef4ec9f2,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Grand Discount Store
35babbed-89f6-4f8b-99d6-7d2d12b131a6,0ca60d7b-b278-4a10-88c7-aa2c62611482,Genuine Bike Shop
fa9218f1-0180-40bb-ab5d-674c4e567e92,16eb6889-25f7-475a-9eff-92024a00fde9,Extreme Riding Supplies
03f4acf8-120a-4a80-8178-546d81fdc7cb,28141e19-49e8-4090-9196-6e8f43b10de8,Bike Rims Company
675500df-0246-4fb3-b819-8dea2ed1dadc,16eb6889-25f7-475a-9eff-92024a00fde9,Fleet Bikes
1795dc49-d73a-4425-aaeb-38492aaa0ff0,0ca60d7b-b278-4a10-88c7-aa2c62611482,Local Hardware Factory
f63ac3d0-6978-4093-b12f-b51cf23f317f,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Only Bikes and Accessories
9d640855-c523-4110-91c3-5223fa422d9b,9787b7d5-2461-464d-9354-2da1defdb675,Rental Gallery
1a46023c-ed24-40fe-99a4-543becb5d25a,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,South Bike Company
9a753b3d-8c57-4ede-b701-b0335385d7a6,28141e19-49e8-4090-9196-6e8f43b10de8,Wonderful Bikes Inc.
a6e4b164-031c-4f6f-a26b-8c75926a271d,16eb6889-25f7-475a-9eff-92024a00fde9,Another Sporting Goods Company
a518cde9-32f9-456b-8b6f-a146bd0d484d,0ca60d7b-b278-4a10-88c7-aa2c62611482,Discount Bicycle Specialists
efd347a1-628a-4881-8b05-0eb5f595fdab,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,Famous Bike Sales and Service
03fef13a-e6ae-4f83-894d-98747c6d90d2,9787b7d5-2461-464d-9354-2da1defdb675,First Supplies
a84e5da8-2bf1-426d-91ea-077b3e4f0e9c,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,Machines & Cycles Store
8ab3d539-02a4-43e6-9572-30aea2db9bea,28141e19-49e8-4090-9196-6e8f43b10de8,Pedals Warehouse
db97a1de-e110-406d-80b8-23a262104c36,16eb6889-25f7-475a-9eff-92024a00fde9,Two Wheels Cycle Store
