sales_order_id,revision_number,status,online_order_flag,customer_id,sales_person_id,territory_id,currency_rate_id,order_date,due_date,ship_date,sales_order_number,account_number,sub_total,tax_amount,freight,total_due
c44122b6-d1cd-4b90-8a03-dfddf97b966a,8.0,5.0,0.0,0d199d67-6c6d-44cc-807d-c6be28881738,e03321bf-f1d3-4324-9184-008d6fb535da,d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43669,10-4020-000578,714.7043,70.5175,22.0367,807.2585
1a1ba50f-ad29-4d32-b875-02a48e88f90a,8.0,5.0,0.0,9de5cc3d-429d-42cf-a15b-bdf2b599f5bd,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,5b963d6f-3cda-4843-ade2-0cb22c0eccaf,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43670,10-4020-000504,6122.082,587.5603,183.6126,6893.2549
bd92e01d-b709-41a7-b00c-5afc3f45cab6,8.0,5.0,0.0,eeda3b5e-9cb9-4f06-8c1c-6a70b0249750,e03321bf-f1d3-4324-9184-008d6fb535da,d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43671,10-4020-000200,8128.7876,780.8136,244.0042,9153.6054
4eef01f1-d406-4147-9f34-7aa511410300,8.0,5.0,0.0,4684e08a-1e20-4c19-919f-938b329d547f,27d62980-8d18-4170-95a5-7f7bb9cada5a,c8b914d0-8c4c-498f-af9f-6954c90f45db,4.0,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43672,10-4020-000119,6124.182,587.6023,183.6257,6895.41
d3820124-88cb-4c25-8fad-72b1a43bc94c,8.0,5.0,0.0,88bdce52-1a6f-43d4-9c3c-0a558171228f,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,7559c9bb-7906-435e-934d-82cfee38295e,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43673,10-4020-000618,3746.2015,357.9614,111.8629,4216.0258
b875de93-6937-45fa-9a56-f22743a6c4da,8.0,5.0,0.0,bbc946ee-92c0-40e4-ada6-e4f67066864f,27d62980-8d18-4170-95a5-7f7bb9cada5a,c8b914d0-8c4c-498f-af9f-6954c90f45db,4.0,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43674,10-4020-000083,2624.382,251.9407,78.7315,2955.0542
1483df66-c3db-452a-b754-63dfcade5933,8.0,5.0,0.0,4cd3c24d-1d7a-4cd6-8ebb-af49ef8d2584,0ca60d7b-b278-4a10-88c7-aa2c62611482,5b963d6f-3cda-4843-ade2-0cb22c0eccaf,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43675,10-4020-000670,5716.3102,546.8759,170.8987,6434.0848
c536ea80-5fe1-48c3-96aa-58578dd77a21,8.0,5.0,0.0,97a7d003-f0b2-4260-bbdd-d9c9f2596c53,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43676,10-4020-000017,14203.458,1363.266,426.0206,15992.7446
79c0d608-1b45-4ce0-b672-24f42524c442,8.0,5.0,0.0,2896ffc7-267d-4a85-be8f-e1b25d598f1f,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,c8b914d0-8c4c-498f-af9f-6954c90f45db,4.0,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43677,10-4020-000679,7793.1108,747.1011,233.4691,8773.681
fad80712-1c76-4c57-b2e1-844ee595b8f5,8.0,5.0,0.0,404551f5-b1fe-410b-a16c-ba0753443fb4,59948fbd-99d9-43fd-b5ab-20614fc4193d,5f568b38-d738-4b7a-a27b-bc975b9084a2,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43678,10-4020-000203,9799.9243,942.074,294.3981,11036.3964
306c7203-4f8e-4e11-833d-576c005099ad,8.0,5.0,0.0,9f60899a-e953-4353-99ac-f6a4b4a554d3,f077eda9-c3db-4fde-81d2-e0f7ada08fcc,c8b914d0-8c4c-498f-af9f-6954c90f45db,4.0,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43679,10-4020-000480,1316.0575,125.8032,39.3135,1481.1742
3384f29f-5fbd-49c0-b420-549a497275a3,8.0,5.0,0.0,177b2e1c-0768-4205-8274-b1ff37a40b9a,59948fbd-99d9-43fd-b5ab-20614fc4193d,5f568b38-d738-4b7a-a27b-bc975b9084a2,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43680,10-4020-000491,11397.4992,1093.6394,341.7623,12832.9009
ca5559ba-baa0-4ba5-a880-565d13497c74,8.0,5.0,0.0,918b86d5-c94e-444b-b305-3adcc0351414,28141e19-49e8-4090-9196-6e8f43b10de8,1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43681,10-4020-000423,13787.5434,1323.0668,413.4584,15524.0686
7d78af29-0073-43e3-901c-38d852916d88,8.0,5.0,0.0,959c53f7-27e1-4342-a46f-a01532255f7c,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,7559c9bb-7906-435e-934d-82cfee38295e,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43682,10-4020-000486,3875.7229,371.8002,116.1876,4363.7107
e8fe1073-7787-437a-8842-be4873bb635d,8.0,5.0,0.0,f7079325-acda-4d5f-8d12-1dc050afe95b,e03321bf-f1d3-4324-9184-008d6fb535da,d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43683,10-4020-000506,42813.4333,4107.1489,1283.484,48204.0662
072fa43a-3024-40bf-bddc-d7594cc8d3fd,8.0,5.0,0.0,d1d40f1b-0a77-423b-9d3c-3e030437252b,28141e19-49e8-4090-9196-6e8f43b10de8,1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43684,10-4020-000549,5596.4705,537.2612,167.8941,6301.6258
f383d4c4-da64-4cf5-bc40-cf3be83fe85f,8.0,5.0,0.0,ec34dfed-8f7c-40dc-aab8-a30cf15bfdcd,28141e19-49e8-4090-9196-6e8f43b10de8,1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43685,10-4020-000458,2736.5678,263.201,82.2503,3082.0191
d3371323-9707-46f6-84ec-ec26c60efb48,8.0,5.0,0.0,c6af7803-ea4c-4eb3-b0d2-6ce9c4b5316c,e03321bf-f1d3-4324-9184-008d6fb535da,d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43686,10-4020-000344,3463.2998,332.4768,103.899,3899.6756
4162845a-435e-4e37-a918-e799b2a34b51,8.0,5.0,0.0,ca22f5b3-50ac-4cdb-a4ea-59c3f5856288,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,7559c9bb-7906-435e-934d-82cfee38295e,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43687,10-4020-000269,1258.3767,120.8042,37.7513,1416.9322
6f6e2830-91b5-4691-8f87-06da79f9aa1c,8.0,5.0,0.0,1df1f8e3-d4eb-4fcd-939e-4a044146d3a5,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,7559c9bb-7906-435e-934d-82cfee38295e,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43688,10-4020-000161,12718.0844,1222.8838,382.1512,14323.1194
1ae2b0a3-2cb1-4a6d-aae3-d981f84c1a99,8.0,5.0,0.0,49bc2a46-a03e-42b2-863f-0e398bb569f6,0ca60d7b-b278-4a10-88c7-aa2c62611482,5f568b38-d738-4b7a-a27b-bc975b9084a2,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43689,10-4020-000166,33997.3702,3271.4942,1022.3419,38291.2063
2bd44336-ec84-414d-b9ba-3f1c0e5250ed,8.0,5.0,0.0,e60c1a88-3fe0-49b0-859d-bbec5c916d5c,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,5b963d6f-3cda-4843-ade2-0cb22c0eccaf,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43690,10-4020-000431,1297.5901,124.2027,38.8133,1460.6061
86ae5cd7-2b5a-41f9-9700-fb0e62418fe1,8.0,5.0,0.0,0bafefde-0b65-449c-8056-364ddff34189,0ca60d7b-b278-4a10-88c7-aa2c62611482,5f568b38-d738-4b7a-a27b-bc975b9084a2,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43691,10-4020-000292,874.794,83.9802,26.2438,985.018
0752b0f0-531b-4196-b56a-4696b41a8758,8.0,5.0,0.0,6df8da84-fbbb-48c7-a26d-fec9bcbd919b,59948fbd-99d9-43fd-b5ab-20614fc4193d,5f568b38-d738-4b7a-a27b-bc975b9084a2,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43692,10-4020-000221,38510.8973,3696.3979,1155.1244,43362.4196
50bc131b-5720-43bf-aacc-1cc3e2a1d26a,8.0,5.0,0.0,a6ac3b85-f85a-4700-9e02-34e09ae81edd,0e8f1395-12c4-4d5b-b2df-257bc78a9b29,1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43693,10-4020-000485,20541.4072,1969.5564,615.4864,23126.45
d66fa674-881a-4473-b6e4-e136e14c20f9,8.0,5.0,0.0,b612b205-31fa-48fc-a48c-634448445408,28141e19-49e8-4090-9196-6e8f43b10de8,1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43694,10-4020-000315,20645.634,1978.3257,618.2268,23242.1865
600c5e10-8fde-464a-8420-afc0360c1a2e,8.0,5.0,0.0,260e2b81-924b-4811-9fd2-7fc7ab77877f,28141e19-49e8-4090-9196-6e8f43b10de8,1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43695,10-4020-000027,39373.781,3787.4632,1183.5823,44344.8265
dc4e379c-7350-4a1e-9ec1-364a8085c65b,8.0,5.0,0.0,622267ca-319e-4dd3-8aa0-e35b0a3bd4b6,28141e19-49e8-4090-9196-6e8f43b10de8,1e179cbb-7db9-4a66-aa94-e6fb9b3d613e,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43696,10-4020-000603,419.4589,40.2681,12.5838,472.3108
560fcc31-6377-46af-934b-40c5681cc835,8.0,5.0,1.0,a75afdee-1019-41ca-88ef-863c6517f0b5,,c8b914d0-8c4c-498f-af9f-6954c90f45db,4.0,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43697,10-4030-021768,3578.27,286.2616,89.4568,3953.9884
0fbc9d71-4176-4c77-92c6-d7ede2a9ce33,8.0,5.0,1.0,533ca1cb-2726-48d0-93c1-42721f59e970,,0ad4c625-bb65-4376-8a41-0a65719b0db8,8.0,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43698,10-4030-028389,3399.99,271.9992,84.9998,3756.989
2570773a-a4ae-48a9-ae7b-c0622a1683bd,8.0,5.0,1.0,06c586fa-2905-4887-81cb-c9d412d9efe5,,d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43699,10-4030-025863,3399.99,271.9992,84.9998,3756.989
7440e967-f449-4650-8c36-91ce684edf7a,8.0,5.0,1.0,739c1df4-fefd-4f8f-a518-4ec75c2e3344,,5f568b38-d738-4b7a-a27b-bc975b9084a2,,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43700,10-4030-014501,699.0982,55.9279,17.4775,772.5036
18609f9d-aedc-4665-bbc8-5d7a99599915,8.0,5.0,1.0,76203fe8-fab7-451c-9cc4-9e4132767500,,2ac923e9-3043-4f5e-bae0-ad28089bf187,2.0,2011-05-30 22:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,SO43701,10-4030-011003,3399.99,271.9992,84.9998,3756.989
50becad9-c40b-4f51-b122-9e3602129c9d,8.0,5.0,1.0,34f43ad8-6e70-4acb-9f6b-b43bdc942072,,5f568b38-d738-4b7a-a27b-bc975b9084a2,,2011-05-31 22:00:00,2011-06-13 00:00:00,2011-06-08 00:00:00,SO43702,10-4030-027645,3578.27,286.2616,89.4568,3953.9884
0570389a-6bfa-45c2-85a4-36784fa7b5b1,8.0,5.0,1.0,78a9fd83-9f02-4327-8583-6828109df730,,2ac923e9-3043-4f5e-bae0-ad28089bf187,15.0,2011-05-31 22:00:00,2011-06-13 00:00:00,2011-06-08 00:00:00,SO43703,10-4030-016624,3578.27,286.2616,89.4568,3953.9884
b48cdf2f-270a-41d0-9cde-36616fecd302,8.0,5.0,1.0,c99aa983-6460-404b-8ab3-43221631428f,,2ac923e9-3043-4f5e-bae0-ad28089bf187,15.0,2011-05-31 22:00:00,2011-06-13 00:00:00,2011-06-08 00:00:00,SO43704,10-4030-011005,3374.99,269.9992,84.3748,3729.364
03533644-6a12-499b-9726-aaa1088c56a5,8.0,5.0,1.0,de1e6e53-779e-4881-a108-0f97621c6259,,2ac923e9-3043-4f5e-bae0-ad28089bf187,15.0,2011-05-31 22:00:00,2011-06-13 00:00:00,2011-06-08 00:00:00,SO43705,10-4030-011011,3399.99,271.9992,84.9998,3756.989
b5c3a142-7596-4604-b8fd-86922b55740a,8.0,5.0,1.0,9c89afa0-a797-4325-aeec-76909fcc93d4,,5f568b38-d738-4b7a-a27b-bc975b9084a2,,2011-06-01 22:00:00,2011-06-14 00:00:00,2011-06-09 00:00:00,SO43706,10-4030-027621,3578.27,286.2616,89.4568,3953.9884
889ddea2-f791-4bd5-90cd-8728c13054d5,8.0,5.0,1.0,0f4cee3e-e1ff-4819-a5dc-31a9a77d4dbf,,5f568b38-d738-4b7a-a27b-bc975b9084a2,,2011-06-01 22:00:00,2011-06-14 00:00:00,2011-06-09 00:00:00,SO43707,10-4030-027616,3578.27,286.2616,89.4568,3953.9884
ed95450e-876d-42dc-a9c9-f605994c0b7e,8.0,5.0,1.0,7fae4b19-cb9f-4960-8ad3-5b4de98586be,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,35.0,2011-06-01 22:00:00,2011-06-14 00:00:00,2011-06-09 00:00:00,SO43708,10-4030-020042,699.0982,55.9279,17.4775,772.5036
312d9a49-f276-41b6-b4d6-09e3b5044bc6,8.0,5.0,1.0,14d280c6-2742-44e0-8cbe-e48961fb12b0,,2ac923e9-3043-4f5e-bae0-ad28089bf187,28.0,2011-06-01 22:00:00,2011-06-14 00:00:00,2011-06-09 00:00:00,SO43709,10-4030-016351,3578.27,286.2616,89.4568,3953.9884
2816f5ed-0848-4dce-a769-15efa510a660,8.0,5.0,1.0,8b0a12b1-410d-458c-933e-bc78f03ad703,,2ac923e9-3043-4f5e-bae0-ad28089bf187,28.0,2011-06-01 22:00:00,2011-06-14 00:00:00,2011-06-09 00:00:00,SO43710,10-4030-016517,3578.27,286.2616,89.4568,3953.9884
6b68f1db-6404-4dfc-bd8d-093af98109f7,8.0,5.0,1.0,c9514a5f-25ce-4fc9-a4d0-a06c736c495a,,d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,,2011-06-02 22:00:00,2011-06-15 00:00:00,2011-06-10 00:00:00,SO43711,10-4030-027606,3578.27,286.2616,89.4568,3953.9884
f1b0cb83-9b15-40c2-9a82-3e000b9d4d7b,8.0,5.0,1.0,d709fa63-f60e-4c74-954d-71e2b7c6e2f0,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,45.0,2011-06-02 22:00:00,2011-06-15 00:00:00,2011-06-10 00:00:00,SO43712,10-4030-013513,3578.27,286.2616,89.4568,3953.9884
8c9d989c-131c-4207-936c-07142ff89643,8.0,5.0,1.0,34745a65-7523-462b-bb58-1c155880eca1,,5f568b38-d738-4b7a-a27b-bc975b9084a2,,2011-06-03 22:00:00,2011-06-16 00:00:00,2011-06-11 00:00:00,SO43713,10-4030-027601,3578.27,286.2616,89.4568,3953.9884
c6349057-efa1-48da-b40a-2dd8cc99ec7d,8.0,5.0,1.0,85e9e3fb-0721-4efe-ae09-246aa93d57ad,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,61.0,2011-06-03 22:00:00,2011-06-16 00:00:00,2011-06-11 00:00:00,SO43714,10-4030-013591,3578.27,286.2616,89.4568,3953.9884
e14dcf21-801e-447f-94bf-1030fd5454a9,8.0,5.0,1.0,bfe3d8a3-bfcd-4377-9d1f-94871cf4fe18,,2ac923e9-3043-4f5e-bae0-ad28089bf187,54.0,2011-06-03 22:00:00,2011-06-16 00:00:00,2011-06-11 00:00:00,SO43715,10-4030-016483,3578.27,286.2616,89.4568,3953.9884
bcfcfad7-2baf-4ce4-9e6a-8a2465c00704,8.0,5.0,1.0,6604398e-7ef3-454e-aa6a-01641c82d026,,2ac923e9-3043-4f5e-bae0-ad28089bf187,54.0,2011-06-03 22:00:00,2011-06-16 00:00:00,2011-06-11 00:00:00,SO43716,10-4030-016529,3578.27,286.2616,89.4568,3953.9884
34b30845-23ea-4715-a47b-05b318a82543,8.0,5.0,1.0,302ef3d5-6704-45a0-a3f6-4cd81c5fc46d,,2ac923e9-3043-4f5e-bae0-ad28089bf187,54.0,2011-06-03 22:00:00,2011-06-16 00:00:00,2011-06-11 00:00:00,SO43717,10-4030-025249,699.0982,55.9279,17.4775,772.5036
c38a6c07-018c-4d6d-b461-d806204829f9,8.0,5.0,1.0,553b7860-e7fa-47e9-9b59-02dec8c36d07,,d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,,2011-06-04 22:00:00,2011-06-17 00:00:00,2011-06-12 00:00:00,SO43718,10-4030-027668,3578.27,286.2616,89.4568,3953.9884
88a33576-6176-49d2-814d-127917200280,8.0,5.0,1.0,0505850e-9b41-42e6-a407-f2ee06b7e6f8,,5f568b38-d738-4b7a-a27b-bc975b9084a2,,2011-06-04 22:00:00,2011-06-17 00:00:00,2011-06-12 00:00:00,SO43719,10-4030-027612,3578.27,286.2616,89.4568,3953.9884
8049d387-5a6e-40e6-af0a-d98750bf13b7,8.0,5.0,1.0,8aaf9157-25be-4d53-a907-849de4cf3abe,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,71.0,2011-06-04 22:00:00,2011-06-17 00:00:00,2011-06-12 00:00:00,SO43720,10-4030-013264,3578.27,286.2616,89.4568,3953.9884
5e30b266-749c-4057-b506-941bb8d4977a,8.0,5.0,1.0,6563280c-c4a6-4fbe-baa7-fcada62fb211,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,74.0,2011-06-04 22:00:00,2011-06-17 00:00:00,2011-06-12 00:00:00,SO43721,10-4030-013590,3578.27,286.2616,89.4568,3953.9884
fca223ee-41fe-4ae5-bdb1-ac0b870be131,8.0,5.0,1.0,e023b668-978d-4dfd-90e7-b982b715217f,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,87.0,2011-06-05 22:00:00,2011-06-18 00:00:00,2011-06-13 00:00:00,SO43722,10-4030-013581,3578.27,286.2616,89.4568,3953.9884
e511dac0-d6c2-4bad-abfe-7a8caabd7908,8.0,5.0,1.0,7d09f033-cdf3-4873-b12b-b8560465c179,,d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,,2011-06-05 22:00:00,2011-06-18 00:00:00,2011-06-13 00:00:00,SO43723,10-4030-014520,699.0982,55.9279,17.4775,772.5036
390827b0-c5a9-4ff8-b199-a2d725a0c9bc,8.0,5.0,1.0,289ee519-bd67-4bbf-985b-7409b94ba3b4,,2ac923e9-3043-4f5e-bae0-ad28089bf187,80.0,2011-06-05 22:00:00,2011-06-18 00:00:00,2011-06-13 00:00:00,SO43724,10-4030-016520,3578.27,286.2616,89.4568,3953.9884
262cfcb3-2cc3-4f0c-878c-5360a415079d,8.0,5.0,1.0,e63fd1bd-e1a4-4629-9df9-593fcaa7dc07,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,97.0,2011-06-06 22:00:00,2011-06-19 00:00:00,2011-06-14 00:00:00,SO43725,10-4030-013258,3578.27,286.2616,89.4568,3953.9884
ebd4f134-990f-4a26-b60b-914d29715be1,8.0,5.0,1.0,2956cc9c-96b4-47c7-bec9-4e92950e8aab,,5f568b38-d738-4b7a-a27b-bc975b9084a2,,2011-06-06 22:00:00,2011-06-19 00:00:00,2011-06-14 00:00:00,SO43726,10-4030-014560,699.0982,55.9279,17.4775,772.5036
9df05b96-e99c-4105-a8c9-a762c1fc5b04,8.0,5.0,1.0,8d1fdc91-a6b6-4e01-bed3-e84e316a6d64,,2ac923e9-3043-4f5e-bae0-ad28089bf187,93.0,2011-06-06 22:00:00,2011-06-19 00:00:00,2011-06-14 00:00:00,SO43727,10-4030-016607,3578.27,286.2616,89.4568,3953.9884
1b8f0de6-46c2-456d-894d-6a870ce1deff,8.0,5.0,1.0,96f00ca7-b3ac-4613-bc90-17df921914f9,,5f568b38-d738-4b7a-a27b-bc975b9084a2,,2011-06-07 22:00:00,2011-06-20 00:00:00,2011-06-15 00:00:00,SO43728,10-4030-027666,3578.27,286.2616,89.4568,3953.9884
3524965e-abf8-475b-b9c8-f827caf9a04a,8.0,5.0,1.0,74068026-c950-4441-ae6e-1ee2bb12fb0f,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,113.0,2011-06-07 22:00:00,2011-06-20 00:00:00,2011-06-15 00:00:00,SO43729,10-4030-011238,3399.99,271.9992,84.9998,3756.989
7ac2bd98-fd96-494c-9fd2-d47041d808d4,8.0,5.0,1.0,196b3bd4-52f8-44e1-9e25-ab4cce67c5fa,,5f568b38-d738-4b7a-a27b-bc975b9084a2,,2011-06-07 22:00:00,2011-06-20 00:00:00,2011-06-15 00:00:00,SO43730,10-4030-025861,3399.99,271.9992,84.9998,3756.989
78fd3712-2d28-4a48-ae11-ce8bf922ed31,8.0,5.0,1.0,dddaf603-a8e1-4ed2-bff1-49c842f31fe2,,2ac923e9-3043-4f5e-bae0-ad28089bf187,106.0,2011-06-07 22:00:00,2011-06-20 00:00:00,2011-06-15 00:00:00,SO43731,10-4030-016629,3578.27,286.2616,89.4568,3953.9884
e85cf69c-3a9e-4c47-a843-780b6f8a4ac4,8.0,5.0,1.0,612b7ff6-52ec-44ba-977c-d09609a47d51,,2ac923e9-3043-4f5e-bae0-ad28089bf187,106.0,2011-06-07 22:00:00,2011-06-20 00:00:00,2011-06-15 00:00:00,SO43732,10-4030-011025,3374.99,269.9992,84.3748,3729.364
2d4881e6-0896-4331-8ffe-9fc6f646e394,8.0,5.0,1.0,b8461787-926f-44f3-808d-23e27d905f6e,,d90fce1e-44e0-4d8f-8125-2f9ba1d18cbc,,2011-06-07 22:00:00,2011-06-20 00:00:00,2011-06-15 00:00:00,SO43733,10-4030-027577,3578.27,286.2616,89.4568,3953.9884
