product_id,start_date,end_date,standard_cost
0d5a6aaa-a4d9-4c78-ba00-dabb45aebe13,2011-05-31 00:00:00,2012-05-29 00:00:00,31.7244
0d5a6aaa-a4d9-4c78-ba00-dabb45aebe13,2012-05-30 00:00:00,2013-05-29 00:00:00,29.0807
0d5a6aaa-a4d9-4c78-ba00-dabb45aebe13,2013-05-30 00:00:00,,38.4923
c8916792-ee6b-4051-9c4e-331984afb135,2011-05-31 00:00:00,2012-05-29 00:00:00,747.9682
c8916792-ee6b-4051-9c4e-331984afb135,2012-05-30 00:00:00,2013-05-29 00:00:00,722.2568
c8916792-ee6b-4051-9c4e-331984afb135,2013-05-30 00:00:00,,868.6342
a2ab54e6-0a32-440b-8d5b-f11ff706d6e7,2011-05-31 00:00:00,2012-05-29 00:00:00,747.9682
a2ab54e6-0a32-440b-8d5b-f11ff706d6e7,2012-05-30 00:00:00,2013-05-29 00:00:00,722.2568
a2ab54e6-0a32-440b-8d5b-f11ff706d6e7,2013-05-30 00:00:00,,868.6342
c62cc174-c497-4da7-8d2a-5a5068c9d246,2011-05-31 00:00:00,2012-05-29 00:00:00,747.9682
c62cc174-c497-4da7-8d2a-5a5068c9d246,2012-05-30 00:00:00,2013-05-29 00:00:00,722.2568
c62cc174-c497-4da7-8d2a-5a5068c9d246,2013-05-30 00:00:00,,868.6342
825522c1-4a09-48c5-8006-63c37cf2fab7,2011-05-31 00:00:00,2012-05-29 00:00:00,747.9682
825522c1-4a09-48c5-8006-63c37cf2fab7,2012-05-30 00:00:00,2013-05-29 00:00:00,722.2568
825522c1-4a09-48c5-8006-63c37cf2fab7,2013-05-30 00:00:00,,868.6342
cd05d9c2-960f-40b2-b3e3-73774c934af6,2011-05-31 00:00:00,2012-05-29 00:00:00,747.9682
cd05d9c2-960f-40b2-b3e3-73774c934af6,2012-05-30 00:00:00,2013-05-29 00:00:00,722.2568
cd05d9c2-960f-40b2-b3e3-73774c934af6,2013-05-30 00:00:00,,868.6342
33383d99-db78-414e-a552-f1c3a3937aee,2011-05-31 00:00:00,2012-05-29 00:00:00,176.1997
33383d99-db78-414e-a552-f1c3a3937aee,2012-05-30 00:00:00,2013-05-29 00:00:00,170.1428
33383d99-db78-414e-a552-f1c3a3937aee,2013-05-30 00:00:00,,204.6251
1c63af8a-5b82-4576-b71b-818d1923ae62,2011-05-31 00:00:00,2012-05-29 00:00:00,176.1997
1c63af8a-5b82-4576-b71b-818d1923ae62,2012-05-30 00:00:00,2013-05-29 00:00:00,170.1428
1c63af8a-5b82-4576-b71b-818d1923ae62,2013-05-30 00:00:00,,204.6251
403add96-5ffc-4c2f-888f-0358e9bd36f0,2011-05-31 00:00:00,2012-05-29 00:00:00,176.1997
403add96-5ffc-4c2f-888f-0358e9bd36f0,2012-05-30 00:00:00,2013-05-29 00:00:00,170.1428
403add96-5ffc-4c2f-888f-0358e9bd36f0,2013-05-30 00:00:00,,204.6251
8982502b-9904-4a30-9f1d-f765dcfbeaf5,2011-05-31 00:00:00,2012-05-29 00:00:00,181.4857
8982502b-9904-4a30-9f1d-f765dcfbeaf5,2012-05-30 00:00:00,2013-05-29 00:00:00,187.1571
163ece05-613b-4ea6-a177-202ba459d59b,2011-05-31 00:00:00,2012-05-29 00:00:00,181.4857
163ece05-613b-4ea6-a177-202ba459d59b,2012-05-30 00:00:00,2013-05-29 00:00:00,187.1571
3c0ae951-99b0-4a3e-be29-43dc3aec5abb,2011-05-31 00:00:00,2012-05-29 00:00:00,181.4857
3c0ae951-99b0-4a3e-be29-43dc3aec5abb,2012-05-30 00:00:00,2013-05-29 00:00:00,187.1571
7ceb85ec-83bf-4ec2-b8dd-830e037aaab7,2011-05-31 00:00:00,2012-05-29 00:00:00,181.4857
7ceb85ec-83bf-4ec2-b8dd-830e037aaab7,2012-05-30 00:00:00,2013-05-29 00:00:00,187.1571
7209d315-8f67-4f37-aa8a-6aac2a682391,2011-05-31 00:00:00,2012-05-29 00:00:00,181.4857
7209d315-8f67-4f37-aa8a-6aac2a682391,2012-05-30 00:00:00,2013-05-29 00:00:00,187.1571
96e5300f-60a2-49cf-9000-ce223ccb14bf,2011-05-31 00:00:00,2012-05-29 00:00:00,181.4857
96e5300f-60a2-49cf-9000-ce223ccb14bf,2012-05-30 00:00:00,2013-05-29 00:00:00,187.1571
c9e50636-5a32-4e4b-b725-7adb84849d04,2011-05-31 00:00:00,2012-05-29 00:00:00,352.1394
3ad15b3d-cc87-4b69-8992-f59b3da75a2b,2011-05-31 00:00:00,2012-05-29 00:00:00,352.1394
233bbd8f-bfd0-4d6d-82b5-ec7d1387c3ec,2011-05-31 00:00:00,2012-05-29 00:00:00,352.1394
725bb0ab-1485-4c04-8606-4b189fb5f890,2011-05-31 00:00:00,2012-05-29 00:00:00,352.1394
2e7b81c4-7de4-4015-9c36-a87e52196b30,2011-05-31 00:00:00,2012-05-29 00:00:00,352.1394
5666d4fb-0f40-45d2-8ab4-a6faabe99612,2011-05-31 00:00:00,2012-05-29 00:00:00,176.1997
5666d4fb-0f40-45d2-8ab4-a6faabe99612,2012-05-30 00:00:00,2013-05-29 00:00:00,170.1428
5666d4fb-0f40-45d2-8ab4-a6faabe99612,2013-05-30 00:00:00,,204.6251
cd05611d-d748-4820-a676-0e2ac4c0152c,2011-05-31 00:00:00,2012-05-29 00:00:00,176.1997
cd05611d-d748-4820-a676-0e2ac4c0152c,2012-05-30 00:00:00,2013-05-29 00:00:00,170.1428
cd05611d-d748-4820-a676-0e2ac4c0152c,2013-05-30 00:00:00,,204.6251
9e4e275e-baa1-44e2-827e-ec3fead348fa,2011-05-31 00:00:00,2012-05-29 00:00:00,176.1997
9e4e275e-baa1-44e2-827e-ec3fead348fa,2012-05-30 00:00:00,2013-05-29 00:00:00,170.1428
9e4e275e-baa1-44e2-827e-ec3fead348fa,2013-05-30 00:00:00,,204.6251
7a834851-088a-478f-a8a6-099c64e3323f,2011-05-31 00:00:00,2012-05-29 00:00:00,623.8403
7a834851-088a-478f-a8a6-099c64e3323f,2012-05-30 00:00:00,2013-05-29 00:00:00,660.9142
7a834851-088a-478f-a8a6-099c64e3323f,2013-05-30 00:00:00,,747.2002
fd12c19c-b2de-4bb2-adb4-8acbc889a829,2011-05-31 00:00:00,2012-05-29 00:00:00,706.811
40666c04-4eee-44e0-9d68-57825fae483c,2011-05-31 00:00:00,2012-05-29 00:00:00,706.811
d8f138f9-478a-4494-9eff-60324ce60d13,2011-05-31 00:00:00,2012-05-29 00:00:00,623.8403
d8f138f9-478a-4494-9eff-60324ce60d13,2012-05-30 00:00:00,2013-05-29 00:00:00,660.9142
d8f138f9-478a-4494-9eff-60324ce60d13,2013-05-30 00:00:00,,747.2002
99e67c08-395b-4561-91d4-6b7c68427b63,2011-05-31 00:00:00,2012-05-29 00:00:00,617.0281
99e67c08-395b-4561-91d4-6b7c68427b63,2012-05-30 00:00:00,2013-05-29 00:00:00,653.6971
99e67c08-395b-4561-91d4-6b7c68427b63,2013-05-30 00:00:00,,739.041
00b509f3-14e1-42ce-b59f-07b5dd91229d,2011-05-31 00:00:00,2012-05-29 00:00:00,699.0928
05480396-7fdb-49ea-9447-44024d28ced2,2011-05-31 00:00:00,2012-05-29 00:00:00,699.0928
8f6aefeb-fbde-4c73-b3da-754fe09f5e8e,2011-05-31 00:00:00,2012-05-29 00:00:00,617.0281
8f6aefeb-fbde-4c73-b3da-754fe09f5e8e,2012-05-30 00:00:00,2013-05-29 00:00:00,653.6971
8f6aefeb-fbde-4c73-b3da-754fe09f5e8e,2013-05-30 00:00:00,,739.041
1e9130a5-1d77-4ea3-80f6-875f26fcb05a,2011-05-31 00:00:00,2012-05-29 00:00:00,617.0281
1e9130a5-1d77-4ea3-80f6-875f26fcb05a,2012-05-30 00:00:00,2013-05-29 00:00:00,653.6971
1e9130a5-1d77-4ea3-80f6-875f26fcb05a,2013-05-30 00:00:00,,739.041
2f498249-a692-48f7-93d3-af567d3c36d6,2011-05-31 00:00:00,2012-05-29 00:00:00,623.8403
2f498249-a692-48f7-93d3-af567d3c36d6,2012-05-30 00:00:00,2013-05-29 00:00:00,660.9142
2f498249-a692-48f7-93d3-af567d3c36d6,2013-05-30 00:00:00,,747.2002
41b7b226-20ea-488a-b519-b4ca65d4a64e,2011-05-31 00:00:00,2012-05-29 00:00:00,2171.2942
e909a64f-f56c-4f3c-b802-f539d52f8f21,2011-05-31 00:00:00,2012-05-29 00:00:00,2171.2942
e8c12ae4-8042-4b77-8bd7-023d46440e33,2011-05-31 00:00:00,2012-05-29 00:00:00,2171.2942
378b5732-eba9-46e4-a6c1-4040717835d5,2011-05-31 00:00:00,2012-05-29 00:00:00,2171.2942
01225971-c68c-4650-8d3c-f498ece3c5da,2011-05-31 00:00:00,2012-05-29 00:00:00,2171.2942
89ae7584-90db-4225-bae1-e41983a9e99f,2011-05-31 00:00:00,2012-05-29 00:00:00,884.7083
115442b8-d91e-4ec3-94af-4403182c16c9,2011-05-31 00:00:00,2012-05-29 00:00:00,884.7083
2bf68b80-cfd1-4f46-8cad-676b422ed881,2011-05-31 00:00:00,2012-05-29 00:00:00,884.7083
dd157cd6-f7a2-4002-9c1b-4ae9bf7bd0d4,2011-05-31 00:00:00,2012-05-29 00:00:00,884.7083
0f1a6aa9-5ad6-426c-97df-f96c40431197,2011-05-31 00:00:00,2012-05-29 00:00:00,884.7083
ea94f9be-f506-420c-b6c8-9c059cd89e60,2011-05-31 00:00:00,2012-05-29 00:00:00,413.1463
ea94f9be-f506-420c-b6c8-9c059cd89e60,2012-05-30 00:00:00,2013-05-29 00:00:00,486.7066
49e07b82-6868-4c75-97fe-3378e86ef487,2011-05-31 00:00:00,2012-05-29 00:00:00,413.1463
49e07b82-6868-4c75-97fe-3378e86ef487,2012-05-30 00:00:00,2013-05-29 00:00:00,486.7066
bc0d218d-97df-4a8b-a076-1252aa7c31c2,2011-05-31 00:00:00,2012-05-29 00:00:00,413.1463
bc0d218d-97df-4a8b-a076-1252aa7c31c2,2012-05-30 00:00:00,2013-05-29 00:00:00,486.7066
f76ed752-5f96-47e4-bb09-30523d045528,2011-05-31 00:00:00,2012-05-29 00:00:00,413.1463
f76ed752-5f96-47e4-bb09-30523d045528,2012-05-30 00:00:00,2013-05-29 00:00:00,486.7066
df72cd53-a39b-44c7-bf07-c7162e5d1d6c,2011-05-31 00:00:00,2012-05-29 00:00:00,413.1463
df72cd53-a39b-44c7-bf07-c7162e5d1d6c,2012-05-30 00:00:00,2013-05-29 00:00:00,486.7066
7e695604-38db-45ba-b0b8-332c62295eac,2011-05-31 00:00:00,2012-05-29 00:00:00,413.1463
7e695604-38db-45ba-b0b8-332c62295eac,2012-05-30 00:00:00,2013-05-29 00:00:00,486.7066
f9c39c5d-9f8a-4a92-a84e-c6b3e7cec347,2011-05-31 00:00:00,2012-05-29 00:00:00,413.1463
f9c39c5d-9f8a-4a92-a84e-c6b3e7cec347,2012-05-30 00:00:00,2013-05-29 00:00:00,486.7066
5c1aba70-f716-4f33-9035-db287be74c00,2011-05-31 00:00:00,2012-05-29 00:00:00,413.1463
5c1aba70-f716-4f33-9035-db287be74c00,2012-05-30 00:00:00,2013-05-29 00:00:00,486.7066
97942212-176f-422d-8432-e9bae7775707,2011-05-31 00:00:00,2012-05-29 00:00:00,413.1463
97942212-176f-422d-8432-e9bae7775707,2012-05-30 00:00:00,2013-05-29 00:00:00,486.7066
bbd7ded2-e79c-46c0-8fff-cb71728f2d9e,2011-05-31 00:00:00,2012-05-29 00:00:00,413.1463
bbd7ded2-e79c-46c0-8fff-cb71728f2d9e,2012-05-30 00:00:00,2013-05-29 00:00:00,486.7066
6144ec25-e41e-4ebc-8230-3e1aa53ce21b,2011-05-31 00:00:00,2012-05-29 00:00:00,413.1463
6144ec25-e41e-4ebc-8230-3e1aa53ce21b,2012-05-30 00:00:00,2013-05-29 00:00:00,486.7066
6cfc7c3c-9488-4251-af2d-d60dfaea4911,2011-05-31 00:00:00,2012-05-29 00:00:00,413.1463
6cfc7c3c-9488-4251-af2d-d60dfaea4911,2012-05-30 00:00:00,2013-05-29 00:00:00,486.7066
a16ed5b0-74c7-4812-adea-04b4abfd72c7,2011-05-31 00:00:00,2012-05-29 00:00:00,1912.1544
a8fcee30-f73d-42fb-a1bb-95d5e9e66a86,2011-05-31 00:00:00,2012-05-29 00:00:00,1912.1544
6cc3d977-da73-4856-b1ca-8a2f0b57b60b,2011-05-31 00:00:00,2012-05-29 00:00:00,1912.1544
5b78ca64-7982-49f2-8ec0-4e6bbfd5450e,2011-05-31 00:00:00,2012-05-29 00:00:00,1912.1544
03342abf-54b7-47ae-be8c-eafd20fb2d1c,2011-05-31 00:00:00,2012-05-29 00:00:00,1898.0944
0e912602-550e-441c-afe4-7ff468f5c618,2011-05-31 00:00:00,2012-05-29 00:00:00,1898.0944
852af53a-5738-432c-90c9-41e230990102,2011-05-31 00:00:00,2012-05-29 00:00:00,1898.0944
de8b1961-ea0e-4639-9482-7f71b3ed07d8,2011-05-31 00:00:00,2012-05-29 00:00:00,1898.0944
4550cbe3-c033-4b22-af8b-7b00e8173f95,2012-05-30 00:00:00,2013-05-29 00:00:00,1117.8559
4550cbe3-c033-4b22-af8b-7b00e8173f95,2013-05-30 00:00:00,,1265.6195
bb3cdc8c-7863-49eb-bb57-d59ba5ee6121,2012-05-30 00:00:00,2013-05-29 00:00:00,1117.8559
bb3cdc8c-7863-49eb-bb57-d59ba5ee6121,2013-05-30 00:00:00,,1265.6195
3ab2259b-bc23-42ad-8bfc-d0d985465644,2012-05-30 00:00:00,2013-05-29 00:00:00,1117.8559
3ab2259b-bc23-42ad-8bfc-d0d985465644,2013-05-30 00:00:00,,1265.6195
8fde1217-d397-49d8-bef4-08eb29a0806b,2012-05-30 00:00:00,2013-05-29 00:00:00,1105.81
8fde1217-d397-49d8-bef4-08eb29a0806b,2013-05-30 00:00:00,,1251.9813
9014b398-fe53-4fb0-8177-97347cea83c3,2012-05-30 00:00:00,2013-05-29 00:00:00,1105.81
9014b398-fe53-4fb0-8177-97347cea83c3,2013-05-30 00:00:00,,1251.9813
6b744120-18d1-44d2-b396-e0e4c8df06e8,2012-05-30 00:00:00,2013-05-29 00:00:00,1105.81
6b744120-18d1-44d2-b396-e0e4c8df06e8,2013-05-30 00:00:00,,1251.9813
032eeb77-32d2-4ade-a122-fd5873189326,2012-05-30 00:00:00,2013-05-29 00:00:00,598.4354
47faac73-dfcb-4838-9d2d-0fa58ffc0479,2012-05-30 00:00:00,2013-05-29 00:00:00,598.4354
ffac3ba6-1c32-45ea-af5b-deac473b0968,2012-05-30 00:00:00,2013-05-29 00:00:00,598.4354
46e1c973-49d5-47fa-a9d0-f0eca1798184,2012-05-30 00:00:00,2013-05-29 00:00:00,598.4354
c19e7973-0533-494c-84fd-99f3220b0ecc,2012-05-30 00:00:00,2013-05-29 00:00:00,1518.7864
c58e99fb-b92b-4691-a5fb-d9b1853b6e51,2012-05-30 00:00:00,2013-05-29 00:00:00,1518.7864
3dab0104-31f6-46a1-a85d-80b1dc080aec,2012-05-30 00:00:00,2013-05-29 00:00:00,1518.7864
1bb0beb1-9648-4bb3-9217-d41d4c5dfa2e,2012-05-30 00:00:00,2013-05-29 00:00:00,1320.6838
1bb0beb1-9648-4bb3-9217-d41d4c5dfa2e,2013-05-30 00:00:00,,1554.9479
d57b0ea4-b670-4c7b-85ac-29305f9c7f5c,2012-05-30 00:00:00,2013-05-29 00:00:00,1320.6838
d57b0ea4-b670-4c7b-85ac-29305f9c7f5c,2013-05-30 00:00:00,,1554.9479
a031927d-5485-4496-a6c3-ad5e1f7cdd5e,2012-05-30 00:00:00,2013-05-29 00:00:00,1320.6838
a031927d-5485-4496-a6c3-ad5e1f7cdd5e,2013-05-30 00:00:00,,1554.9479
d002fd5b-09c8-48db-8d8f-75991c5021d0,2012-05-30 00:00:00,2013-05-29 00:00:00,1320.6838
d002fd5b-09c8-48db-8d8f-75991c5021d0,2013-05-30 00:00:00,,1554.9479
205e08a5-a262-40f2-910b-6143b321646e,2012-05-30 00:00:00,2013-05-29 00:00:00,1320.6838
205e08a5-a262-40f2-910b-6143b321646e,2013-05-30 00:00:00,,1554.9479
1e268fc8-3476-4240-a51e-5f3ba679dd56,2012-05-30 00:00:00,2013-05-29 00:00:00,605.6492
1e268fc8-3476-4240-a51e-5f3ba679dd56,2013-05-30 00:00:00,,713.0798
34b4d246-7da9-4536-b79f-a137ed8a757e,2012-05-30 00:00:00,2013-05-29 00:00:00,605.6492
34b4d246-7da9-4536-b79f-a137ed8a757e,2013-05-30 00:00:00,,713.0798
29dcf145-8c76-452b-929d-cc48526b7369,2012-05-30 00:00:00,2013-05-29 00:00:00,605.6492
29dcf145-8c76-452b-929d-cc48526b7369,2013-05-30 00:00:00,,713.0798
bc67ce0d-72d6-4026-a2ca-fefc88073e50,2012-05-30 00:00:00,2013-05-29 00:00:00,605.6492
bc67ce0d-72d6-4026-a2ca-fefc88073e50,2013-05-30 00:00:00,,713.0798
90695886-0d2a-49bc-96ab-cbd428bdb201,2012-05-30 00:00:00,2013-05-29 00:00:00,605.6492
90695886-0d2a-49bc-96ab-cbd428bdb201,2013-05-30 00:00:00,,713.0798
a9c5cc91-e72a-4eb0-9672-40c621bcdaaa,2012-05-30 00:00:00,2013-05-29 00:00:00,65.8097
429dd43b-118f-4503-af6e-75466945c7c3,2012-05-30 00:00:00,2013-05-29 00:00:00,77.9176
8f8dbe95-d661-4497-bfd6-2605e1d925a0,2012-05-30 00:00:00,2013-05-29 00:00:00,101.8936
6fbc527d-b794-4601-936d-2fb9fa34596c,2012-05-30 00:00:00,2013-05-29 00:00:00,15.1848
f1bcdb07-de45-4402-88e8-80bc1589524d,2012-05-30 00:00:00,2013-05-29 00:00:00,45.4168
aede0cbc-c17b-4986-8f9f-59cf15393cec,2012-05-30 00:00:00,2013-05-29 00:00:00,55.3801
cc3ee208-7421-4082-9d27-89a3a3d92dc3,2012-05-30 00:00:00,2013-05-29 00:00:00,17.978
cc3ee208-7421-4082-9d27-89a3a3d92dc3,2013-05-30 00:00:00,,19.7758
d7c13a5c-42b0-47ea-af2c-6a55862b9033,2012-05-30 00:00:00,2013-05-29 00:00:00,24.9932
d7c13a5c-42b0-47ea-af2c-6a55862b9033,2013-05-30 00:00:00,,27.4925
62513e26-0315-4c75-8cab-691a431f44d1,2012-05-30 00:00:00,2013-05-29 00:00:00,48.5453
62513e26-0315-4c75-8cab-691a431f44d1,2013-05-30 00:00:00,,53.3999
eb502acd-d5f8-4c93-a7af-f0324968638b,2012-05-30 00:00:00,2013-05-29 00:00:00,17.978
eb502acd-d5f8-4c93-a7af-f0324968638b,2013-05-30 00:00:00,,19.7758
8f927375-895a-4ed2-adfc-88a0ac552eea,2012-05-30 00:00:00,2013-05-29 00:00:00,24.9932
8f927375-895a-4ed2-adfc-88a0ac552eea,2013-05-30 00:00:00,,27.4925
f0932622-c0e8-427d-a334-6aaf43e57a52,2012-05-30 00:00:00,2013-05-29 00:00:00,48.5453
f0932622-c0e8-427d-a334-6aaf43e57a52,2013-05-30 00:00:00,,53.3999
ce228b4f-bea6-4815-9ec4-3bcc9fea2dd6,2012-05-30 00:00:00,2013-05-29 00:00:00,185.8193
5d2faec8-43ab-4b53-ac89-9f9ff89d1ef9,2012-05-30 00:00:00,2013-05-29 00:00:00,26.9708
31e10fe9-6423-46c9-90a7-555cdc0abafd,2012-05-30 00:00:00,2013-05-29 00:00:00,92.8071
552107ad-b852-441a-8e37-5c7a6be68199,2012-05-30 00:00:00,2013-05-29 00:00:00,133.2955
04d07165-c689-4080-82b6-fa53305bd879,2012-05-30 00:00:00,2013-05-29 00:00:00,37.9909
9493b802-f467-4580-b74e-914257582ed0,2012-05-30 00:00:00,2013-05-29 00:00:00,110.2829
534db91b-b996-4fff-9ad5-8d5d85fc5af3,2012-05-30 00:00:00,2013-05-29 00:00:00,146.5466
3822ec02-0179-4020-bfa5-58d36934c007,2012-05-30 00:00:00,2013-05-29 00:00:00,96.7964
3b91c392-12c9-47b6-ba89-a4ea09aa3816,2012-05-30 00:00:00,2013-05-29 00:00:00,300.1188
3b91c392-12c9-47b6-ba89-a4ea09aa3816,2013-05-30 00:00:00,,360.9428
38a02bfc-3008-4ed9-ab77-b97c2899cf58,2012-05-30 00:00:00,2013-05-29 00:00:00,38.9588
85dff202-395a-4e85-a70d-fc9191be45c2,2012-05-30 00:00:00,2013-05-29 00:00:00,104.7951
17aed350-e4c1-43cc-b006-9d05cdf582c8,2012-05-30 00:00:00,2013-05-29 00:00:00,145.2835
41dd5f0d-fa41-438c-925c-90531575dfc4,2012-05-30 00:00:00,2013-05-29 00:00:00,49.9789
12073672-9bfa-4444-aecb-d9ee01d6d2ae,2012-05-30 00:00:00,2013-05-29 00:00:00,122.2709
3615d396-f30f-4805-b326-de5b780a5507,2012-05-30 00:00:00,2013-05-29 00:00:00,158.5346
9ea3a83a-7185-4ec1-b76b-7701420dc5b1,2012-05-30 00:00:00,2013-05-29 00:00:00,108.7844
f7c4fa11-8088-416e-892b-94872a66be44,2012-05-30 00:00:00,2013-05-29 00:00:00,185.8193
5050df3f-6da6-4654-9111-8c3985f4a582,2012-05-30 00:00:00,2013-05-29 00:00:00,185.8193
5025058b-ac69-43d2-b247-973eeff109bc,2012-05-30 00:00:00,2013-05-29 00:00:00,185.8193
9eca8cdb-b64f-445b-990d-47b4cd063721,2012-05-30 00:00:00,2013-05-29 00:00:00,300.1188
9eca8cdb-b64f-445b-990d-47b4cd063721,2013-05-30 00:00:00,,360.9428
4d2972aa-a2ea-4768-b0a1-251088670ac4,2012-05-30 00:00:00,2013-05-29 00:00:00,300.1188
4d2972aa-a2ea-4768-b0a1-251088670ac4,2013-05-30 00:00:00,,360.9428
d9ecc0d8-1409-4921-9ae5-b9f8c6bcafc5,2012-05-30 00:00:00,2013-05-29 00:00:00,300.1188
d9ecc0d8-1409-4921-9ae5-b9f8c6bcafc5,2013-05-30 00:00:00,,360.9428
0025c2c9-855d-45a7-92ad-f4ab2fb016d1,2012-05-30 00:00:00,2013-05-29 00:00:00,300.1188
0025c2c9-855d-45a7-92ad-f4ab2fb016d1,2013-05-30 00:00:00,,360.9428
44f73e49-4cfd-4496-9397-58f470228d3c,2012-05-30 00:00:00,2013-05-29 00:00:00,722.2568
44f73e49-4cfd-4496-9397-58f470228d3c,2013-05-30 00:00:00,,868.6342
a48966b7-d984-4a33-9fb9-1997bdde3ba9,2012-05-30 00:00:00,2013-05-29 00:00:00,722.2568
a48966b7-d984-4a33-9fb9-1997bdde3ba9,2013-05-30 00:00:00,,868.6342
86a9a178-eace-41d9-9b4e-2dfe6a7f3be8,2012-05-30 00:00:00,2013-05-29 00:00:00,722.2568
86a9a178-eace-41d9-9b4e-2dfe6a7f3be8,2013-05-30 00:00:00,,868.6342
a2a161c9-fc44-40fb-9acd-edd7e77801af,2012-05-30 00:00:00,2013-05-29 00:00:00,722.2568
a2a161c9-fc44-40fb-9acd-edd7e77801af,2013-05-30 00:00:00,,868.6342
f6fa73a9-4c3c-4242-8c6e-18d82f02fcf9,2012-05-30 00:00:00,2013-05-29 00:00:00,24.7459
620bc2b9-2fba-4312-9f86-86bbdca8f418,2012-05-30 00:00:00,2013-05-29 00:00:00,51.5625
91953aae-d487-4598-85d2-bb53a021c440,2012-05-30 00:00:00,2013-05-29 00:00:00,10.3125
575a8a9d-ea40-4739-997e-08e317b3e6e3,2012-05-30 00:00:00,2013-05-29 00:00:00,8.2459
02274781-0b9e-48fd-bce3-8e295a41909b,2012-05-30 00:00:00,2013-05-29 00:00:00,10.3084
bf846b9f-642f-40e6-8cb1-8c2b4aa09a22,2012-05-30 00:00:00,2013-05-29 00:00:00,5.7709
2df10d17-fdc0-4397-a6a2-191f8f6bf0c3,2012-05-30 00:00:00,2013-05-29 00:00:00,14.4334
d8f1ff26-6a35-4e95-814b-de35bdd87ce0,2012-05-30 00:00:00,2013-05-29 00:00:00,18.5584
3b2d5ea1-29ba-4566-bb0a-f3f6a5d6eb52,2012-05-30 00:00:00,2013-05-29 00:00:00,24.7459
87e429b4-7156-40b9-adb8-3e2e4ac8a8f9,2012-05-30 00:00:00,2013-05-29 00:00:00,24.7459
3f359710-61d0-49e1-88b5-59a0498e7a83,2012-05-30 00:00:00,2013-05-29 00:00:00,24.7459
3f5d72f5-b5bc-43d9-b6d2-48285c115b21,2012-05-30 00:00:00,2013-05-29 00:00:00,30.9334
53aa7514-b3fe-42f8-b812-acd59c4592ce,2012-05-30 00:00:00,2013-05-29 00:00:00,30.9334
001a3a89-15cc-435e-89e5-0c844f44f595,2012-05-30 00:00:00,2013-05-29 00:00:00,30.9334
96400ccc-3688-4446-8fe2-c9e2b2286dbe,2012-05-30 00:00:00,2013-05-29 00:00:00,37.1209
2a51f8bc-d55b-49af-920f-341fb77a71b1,2012-05-30 00:00:00,2013-05-29 00:00:00,37.1209
d2888e26-c26b-41e5-beab-0955f9c07bb6,2012-05-30 00:00:00,2013-05-29 00:00:00,37.1209
8cfec367-49dd-44f0-a4b7-81bd6f9bc20c,2012-05-30 00:00:00,2013-05-29 00:00:00,9.7136
8cfec367-49dd-44f0-a4b7-81bd6f9bc20c,2013-05-30 00:00:00,,9.1593
