product_id,is_manufactured,is_sellable,safety_stock_level,reorder_point,days_to_manufacture,product_subcategory_id,product_model_id,name,product_number,color,standard_cost,list_price,size,size_unit_measure_code,weight_unit_measure_code,weight,product_line,class,style,sell_start_date,sell_end_date,discontinued_date
71cee1fa-a7d3-423a-8bf8-d586f864dc30,0.0,1.0,500.0,375.0,0.0,4f0705e2-0929-407d-aebe-7d39f2cd831c,91.0,Touring Tire,TI-T723,,10.8423,28.99,,,,,T,,,2013-05-30 00:00:00,,
7209d315-8f67-4f37-aa8a-6aac2a682391,1.0,1.0,500.0,375.0,1.0,620ba621-4c59-4a94-a9f5-f0bf14b38d42,9.0,"LL Road Frame - Red, 60",FR-R38R-60,Red,187.1571,337.22,60,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,2.48,R,L,U,2011-05-31 00:00:00,2013-05-29 00:00:00,
55c1563d-1a78-4cb6-843b-4b16ebb2cc45,0.0,0.0,1000.0,750.0,0.0,,,,HJ-1428,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
378b5732-eba9-46e4-a6c1-4040717835d5,1.0,1.0,100.0,75.0,4.0,5fb7ef8d-7610-4230-ae2a-09846fd56ada,25.0,,BK-R93R-52,Red,2171.2942,3578.27,52,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,14.42,R,H,U,2011-05-31 00:00:00,2012-05-29 00:00:00,
40fb4785-16b1-439b-b016-556215912981,1.0,0.0,500.0,375.0,1.0,,,ML Touring Seat Assembly,SA-T612,,108.99,147.14,,,,,,M,,2008-04-30 00:00:00,,
a80648ee-8bba-4ba0-a3e7-37ec038f8c31,0.0,1.0,500.0,375.0,1.0,717ba7e9-56bc-45ac-89bb-fb64c4016809,81.0,HL Mountain Seat/Saddle,SE-M940,,23.3722,52.64,,,,,M,H,,2013-05-30 00:00:00,,
b7c05bf5-d206-4085-8e5b-c371df1c2b6d,0.0,0.0,60.0,45.0,0.0,,,Paint - Silver,PA-529S,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
07f93ab3-8ef3-4951-ad0a-7736bfe4526f,0.0,1.0,4.0,3.0,0.0,3efbcaad-1b67-4391-bdcd-505d47385bb2,32.0,"Short-Sleeve Classic Jersey, XL",SJ-0194-X,Yellow,41.5723,53.99,XL,,,,S,,U,2013-05-30 00:00:00,,
a031927d-5485-4496-a6c3-ad5e1f7cdd5e,1.0,1.0,100.0,75.0,4.0,5fb7ef8d-7610-4230-ae2a-09846fd56ada,26.0,,,Black,1554.9479,2443.35,48,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,15.13,R,H,U,2012-05-30 00:00:00,,
a188811a-7b81-404a-a51a-7dc0500740d4,0.0,1.0,4.0,3.0,0.0,fbf4da89-ce81-4717-af54-501a253fb881,24.0,,,White,3.3623,8.99,M,,,,R,,U,2013-05-30 00:00:00,,
5cc7e238-d911-4e43-a3af-4718b9f11b80,1.0,0.0,800.0,600.0,1.0,,,,,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
1bb0beb1-9648-4bb3-9217-d41d4c5dfa2e,1.0,1.0,100.0,75.0,4.0,5fb7ef8d-7610-4230-ae2a-09846fd56ada,26.0,"Road-250 Red, 58",BK-R89R-58,Red,1554.9479,2443.35,58,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,15.79,R,H,U,2012-05-30 00:00:00,,
34b4d246-7da9-4536-b79f-a137ed8a757e,1.0,1.0,100.0,75.0,4.0,5fb7ef8d-7610-4230-ae2a-09846fd56ada,29.0,,BK-R64Y-40,Yellow,713.0798,1120.49,40,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,17.77,R,M,W,2012-05-30 00:00:00,,
ce228b4f-bea6-4815-9ec4-3bcc9fea2dd6,1.0,1.0,500.0,375.0,2.0,4cbd260b-f57a-4ade-a6da-06451fdb4a10,15.0,,,Black,185.8193,348.76,38,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,2.73,M,M,U,2012-05-30 00:00:00,2013-05-29 00:00:00,
8f8dbe95-d661-4497-bfd6-2605e1d925a0,1.0,1.0,500.0,375.0,1.0,d1d7c22b-3508-4c1c-ae1a-1002f0bddc10,106.0,HL Fork,FK-9939,,101.8936,229.49,,,,,,H,,2012-05-30 00:00:00,2013-05-29 00:00:00,
f34eca3b-89c9-48f5-9a0a-7298983547a4,0.0,0.0,1000.0,750.0,0.0,,,,LI-5800,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
1e268fc8-3476-4240-a51e-5f3ba679dd56,1.0,1.0,100.0,75.0,4.0,5fb7ef8d-7610-4230-ae2a-09846fd56ada,29.0,"Road-550-W Yellow, 38",BK-R64Y-38,Yellow,713.0798,1120.49,38,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,17.35,R,M,W,2012-05-30 00:00:00,,
cc3ee208-7421-4082-9d27-89a3a3d92dc3,1.0,1.0,500.0,375.0,1.0,327e57d0-2de2-4b3f-8eff-cb6b8a273842,52.0,LL Mountain Handlebars,HB-M243,,19.7758,44.54,,,,,M,L,,2012-05-30 00:00:00,,
58e4283c-1034-49d3-9966-48502ac24b8c,0.0,0.0,1000.0,750.0,0.0,,,,FW-5800,,,0.0,,,,,,,,2008-04-30 00:00:00,,
508b7487-b39a-4283-be24-705e03b03a99,1.0,1.0,500.0,375.0,1.0,744d9b82-e80b-4c79-99b5-313f7a358c40,7.0,"HL Touring Frame - Yellow, 50",FR-T98Y-50,Yellow,601.7437,1003.91,50,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,3.0,T,H,U,2013-05-30 00:00:00,,
720d98cd-6a7a-4b92-a5ab-42b0f615090a,0.0,0.0,1000.0,750.0,0.0,,,Thin-Jam Hex Nut 16,HJ-3416,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
05480396-7fdb-49ea-9447-44024d28ced2,1.0,1.0,500.0,375.0,1.0,4cbd260b-f57a-4ade-a6da-06451fdb4a10,5.0,"HL Mountain Frame - Black, 48",FR-M94B-48,Black,699.0928,1349.6,48,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,2.8,M,H,U,2011-05-31 00:00:00,2012-05-29 00:00:00,
b13fdf5e-4703-4668-a398-cdd8e4a7d563,1.0,0.0,800.0,600.0,1.0,,,,HT-2981,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
765b1c6f-a1e2-4359-9453-824e7f40a15e,1.0,1.0,100.0,75.0,4.0,5332b46f-2ec0-453b-8237-c78051d4c7bf,23.0,"Mountain-500 Silver, 42",BK-M18S-42,Silver,308.2179,564.99,42,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,27.77,M,L,U,2013-05-30 00:00:00,,
8b970db8-0b37-4005-bf21-7f1e450e6dc9,0.0,1.0,500.0,375.0,1.0,717ba7e9-56bc-45ac-89bb-fb64c4016809,82.0,LL Road Seat/Saddle,SE-R581,,12.0413,27.12,,,,,R,L,,2013-05-30 00:00:00,,
1e268fc8-3476-4240-a51e-5f3ba679dd56,1.0,1.0,100.0,75.0,4.0,5fb7ef8d-7610-4230-ae2a-09846fd56ada,29.0,"Road-550-W Yellow, 38",BK-R64Y-38,Yellow,713.0798,1120.49,38,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,17.35,R,M,W,2012-05-30 00:00:00,,
749c1b60-cec2-47ce-893b-d5cf75335850,1.0,1.0,100.0,75.0,4.0,5332b46f-2ec0-453b-8237-c78051d4c7bf,23.0,"Mountain-500 Silver, 40",BK-M18S-40,Silver,308.2179,564.99,40,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,27.35,M,L,U,2013-05-30 00:00:00,,
d9ecc0d8-1409-4921-9ae5-b9f8c6bcafc5,1.0,1.0,500.0,375.0,1.0,620ba621-4c59-4a94-a9f5-f0bf14b38d42,17.0,"ML Road Frame-W - Yellow, 44",FR-R72Y-44,Yellow,,594.83,44,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,2.3,R,M,W,2012-05-30 00:00:00,,
e5735af0-1ba5-4bd0-a0d2-2fc5bc9bd7df,0.0,0.0,800.0,600.0,0.0,,,,SH-4562,,0.0,0.0,,,,,,L,,2008-04-30 00:00:00,,
a031927d-5485-4496-a6c3-ad5e1f7cdd5e,1.0,1.0,100.0,75.0,4.0,5fb7ef8d-7610-4230-ae2a-09846fd56ada,26.0,,,Black,1554.9479,2443.35,48,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,15.13,R,H,U,2012-05-30 00:00:00,,
5a01c6c2-a5d8-47ec-a23f-9e08a494b17b,1.0,1.0,100.0,75.0,4.0,be3c8ce6-c1ec-4835-af3b-e49e199380c5,36.0,,BK-T18U-44,Blue,461.4448,742.35,44,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,28.77,T,L,U,2013-05-30 00:00:00,,
29dcf145-8c76-452b-929d-cc48526b7369,1.0,1.0,100.0,75.0,4.0,5fb7ef8d-7610-4230-ae2a-09846fd56ada,29.0,"Road-550-W Yellow, 42",BK-R64Y-42,Yellow,713.0798,1120.49,42,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,18.13,R,M,W,2012-05-30 00:00:00,,
ea94f9be-f506-420c-b6c8-9c059cd89e60,1.0,1.0,100.0,75.0,4.0,5fb7ef8d-7610-4230-ae2a-09846fd56ada,30.0,"Road-650 Red, 58",BK-R50R-58,Red,486.7066,782.99,58,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,19.79,R,L,U,2011-05-31 00:00:00,2013-05-29 00:00:00,
87e429b4-7156-40b9-adb8-3e2e4ac8a8f9,0.0,1.0,4.0,3.0,0.0,8a86dacf-77fd-49ba-b19a-4f8786d90b15,13.0,"Men's Sports Shorts, L",SH-M897-L,Black,24.7459,59.99,L,,,,S,,M,2012-05-30 00:00:00,2013-05-29 00:00:00,
cfa4ac4b-3887-4435-8149-90b31d6b09be,1.0,0.0,1000.0,750.0,1.0,,,Touring End Caps,,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
fe7a6a2b-d6a6-48e7-869b-91acf497fe83,0.0,1.0,500.0,375.0,0.0,4f0705e2-0929-407d-aebe-7d39f2cd831c,90.0,,TI-R982,,,32.6,,,,,R,H,,2013-05-30 00:00:00,,
2f498249-a692-48f7-93d3-af567d3c36d6,1.0,1.0,500.0,375.0,2.0,4cbd260b-f57a-4ade-a6da-06451fdb4a10,5.0,,FR-M94S-38,Silver,,1364.5,38,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,2.68,M,H,U,2011-05-31 00:00:00,,
233bbd8f-bfd0-4d6d-82b5-ec7d1387c3ec,1.0,1.0,500.0,375.0,1.0,620ba621-4c59-4a94-a9f5-f0bf14b38d42,16.0,"ML Road Frame - Red, 52",FR-R72R-52,Red,,594.83,52,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,2.3,R,M,U,2011-05-31 00:00:00,2012-05-29 00:00:00,
2df10d17-fdc0-4397-a6a2-191f8f6bf0c3,0.0,1.0,4.0,3.0,0.0,1b1a5e14-fad4-4f21-b7f6-b5ca596767f0,109.0,Headlights - Dual-Beam,LT-H902,,14.4334,34.99,,,,,R,,,2012-05-30 00:00:00,2013-05-29 00:00:00,
07f93ab3-8ef3-4951-ad0a-7736bfe4526f,0.0,1.0,4.0,3.0,0.0,3efbcaad-1b67-4391-bdcd-505d47385bb2,32.0,"Short-Sleeve Classic Jersey, XL",SJ-0194-X,Yellow,41.5723,53.99,XL,,,,S,,U,2013-05-30 00:00:00,,
dd097211-10a3-46a5-ab49-cee940f681b3,0.0,0.0,500.0,375.0,0.0,,,LL Crankarm,CA-5965,Black,0.0,0.0,,,,,,L,,2008-04-30 00:00:00,,
46bd432a-7338-45a5-9489-0c4ec40ebd75,1.0,1.0,500.0,375.0,1.0,744d9b82-e80b-4c79-99b5-313f7a358c40,10.0,"LL Touring Frame - Blue, 58",FR-T67U-58,Blue,199.8519,333.42,58,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,3.16,T,L,U,2013-05-30 00:00:00,,
5f639ff1-9a79-400b-9bc7-1c478884a1a1,1.0,0.0,500.0,375.0,1.0,,,ML Road Seat Assembly,SA-R430,,108.99,147.14,,,,,,M,,2008-04-30 00:00:00,,
c51bb610-3391-42d9-921a-8ac5ea5fe70a,0.0,1.0,500.0,375.0,1.0,94ce21f6-249d-468d-a859-a7cac5f87bb0,68.0,LL Road Pedal,PD-R347,Silver/Black,17.9776,40.49,,,8c4f020f-f9c1-492b-8395-1372b7bda7a7,189.0,R,L,,2013-05-30 00:00:00,,
1bb0beb1-9648-4bb3-9217-d41d4c5dfa2e,1.0,1.0,100.0,75.0,4.0,5fb7ef8d-7610-4230-ae2a-09846fd56ada,26.0,"Road-250 Red, 58",BK-R89R-58,Red,1554.9479,2443.35,58,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,15.79,R,H,U,2012-05-30 00:00:00,,
f7a40aea-73fe-46af-826c-9333c38bd221,0.0,1.0,4.0,3.0,0.0,8a86dacf-77fd-49ba-b19a-4f8786d90b15,37.0,,SH-W890-M,Black,26.1763,69.99,M,,,,M,,W,2013-05-30 00:00:00,,
6e3cd6eb-cb7f-4c4c-9a1e-f74eafdfcb24,0.0,0.0,1000.0,750.0,0.0,,,Lock Nut 10,LN-5161,,,0.0,,,,,,,,2008-04-30 00:00:00,,
86d9d778-5ac9-4ee4-9eac-a9baa1e516c4,0.0,0.0,1000.0,750.0,0.0,,,Chainring Nut,CN-6137,Silver,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
67349397-03b8-4353-a133-590d165bc425,0.0,0.0,1000.0,750.0,0.0,,,,SL-0931,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
0e0dc390-a9fd-4781-b354-71c1639aec8d,0.0,1.0,500.0,375.0,0.0,4f0705e2-0929-407d-aebe-7d39f2cd831c,87.0,HL Mountain Tire,TI-M823,,,35.0,,,,,M,H,,2013-05-30 00:00:00,,
8b5558dd-ce29-4a49-937e-bbeca4cd3614,0.0,0.0,1000.0,750.0,0.0,,,Flat Washer 6,FW-1200,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
17aed350-e4c1-43cc-b006-9d05cdf582c8,1.0,1.0,500.0,375.0,1.0,f9a7e077-33a4-4ef3-b979-beaf4bf163de,125.0,HL Mountain Rear Wheel,RW-M928,Black,145.2835,327.215,,,,,M,H,,2012-05-30 00:00:00,2013-05-29 00:00:00,
1c63af8a-5b82-4576-b71b-818d1923ae62,1.0,1.0,500.0,375.0,1.0,620ba621-4c59-4a94-a9f5-f0bf14b38d42,9.0,"LL Road Frame - Black, 60",FR-R38B-60,Black,204.6251,337.22,60,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,2.48,R,L,U,2011-05-31 00:00:00,,
3c58bc23-ca1b-45e9-8089-163553ba5e56,1.0,1.0,500.0,375.0,1.0,4cbd260b-f57a-4ade-a6da-06451fdb4a10,15.0,"ML Mountain Frame-W - Silver, 40",FR-M63S-40,Silver,199.3757,364.09,40,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,2.77,M,M,W,2013-05-30 00:00:00,,
c19e7973-0533-494c-84fd-99f3220b0ecc,1.0,1.0,100.0,75.0,4.0,5fb7ef8d-7610-4230-ae2a-09846fd56ada,26.0,,BK-R89R-44,Red,1518.7864,2443.35,44,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,14.77,R,H,U,2012-05-30 00:00:00,2013-05-29 00:00:00,
4d2972aa-a2ea-4768-b0a1-251088670ac4,1.0,1.0,500.0,375.0,1.0,620ba621-4c59-4a94-a9f5-f0bf14b38d42,17.0,,FR-R72Y-42,Yellow,360.9428,594.83,42,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,2.26,R,M,W,2012-05-30 00:00:00,,
bfae9b1d-4a2f-4ecc-a1ce-2987f252e12f,1.0,0.0,800.0,600.0,1.0,,,Blade,BL-2036,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
bf846b9f-642f-40e6-8cb1-8c2b4aa09a22,0.0,1.0,4.0,3.0,0.0,1b1a5e14-fad4-4f21-b7f6-b5ca596767f0,108.0,Taillights - Battery-Powered,LT-T990,,5.7709,13.99,,,,,R,,,2012-05-30 00:00:00,2013-05-29 00:00:00,
446f0960-eabe-457b-bad4-da61ad408fa3,0.0,0.0,1000.0,750.0,0.0,,,,HN-9161,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
c5de368c-7bad-4f14-809f-e1e095b985a3,1.0,1.0,100.0,75.0,4.0,be3c8ce6-c1ec-4835-af3b-e49e199380c5,34.0,"Touring-1000 Blue, 50",,Blue,1481.9379,2384.07,50,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,25.42,T,H,U,2013-05-30 00:00:00,,
a2a161c9-fc44-40fb-9acd-edd7e77801af,1.0,1.0,500.0,375.0,1.0,620ba621-4c59-4a94-a9f5-f0bf14b38d42,6.0,"HL Road Frame - Black, 52",FR-R92B-52,Black,868.6342,1431.5,52,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,2.2,R,H,U,2012-05-30 00:00:00,,
9168a5c3-3299-4196-bf2c-cadca7279d00,0.0,0.0,1000.0,750.0,0.0,,,Hex Nut 12,HN-3816,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
620bc2b9-2fba-4312-9f86-86bbdca8f418,0.0,1.0,4.0,3.0,0.0,f6b39854-e673-4e79-9b05-cc7231eef6e8,120.0,"Touring-Panniers, Large",PA-T100,Grey,51.5625,125.0,,,,,T,,,2012-05-30 00:00:00,2013-05-29 00:00:00,
163ece05-613b-4ea6-a177-202ba459d59b,1.0,1.0,500.0,375.0,1.0,620ba621-4c59-4a94-a9f5-f0bf14b38d42,9.0,"LL Road Frame - Red, 48",FR-R38R-48,Red,187.1571,337.22,48,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,2.36,R,L,U,2011-05-31 00:00:00,2013-05-29 00:00:00,
ca8f411c-0afd-4857-89df-427a7fc28b72,0.0,1.0,4.0,3.0,0.0,8b3367a4-dbe1-43ad-b332-879582c95566,121.0,Fender Set - Mountain,FE-6654,,,21.98,,,,,M,,,2013-05-30 00:00:00,,
e7f9c66f-61d6-46af-b105-b2c6d95bdc09,1.0,1.0,100.0,75.0,4.0,5332b46f-2ec0-453b-8237-c78051d4c7bf,23.0,"Mountain-500 Black, 40",BK-M18B-40,Black,294.5797,539.99,40,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,27.35,M,L,U,2013-05-30 00:00:00,,
e01b2830-15e6-4d82-8ef9-69d319760a7a,0.0,0.0,1000.0,750.0,0.0,,,Lock Washer 9,LW-7160,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
af86810f-57d6-4865-9ad8-13c9741e0a36,0.0,0.0,1000.0,750.0,0.0,,,External Lock Washer 3,LE-1000,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
8e1b6e4f-799a-48f7-a97c-b14c29fe6689,0.0,0.0,1000.0,750.0,0.0,,,,LJ-1428,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
3180d3a1-5315-4054-92a4-0e88d5ec5886,0.0,0.0,1000.0,750.0,0.0,,,Flat Washer 2,FW-1400,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
9da9449d-397b-4beb-8a8d-95b12a76ccaa,0.0,1.0,4.0,3.0,0.0,3efbcaad-1b67-4391-bdcd-505d47385bb2,11.0,"Long-Sleeve Logo Jersey, M",LJ-0192-M,Multi,,49.99,M,,,,S,,U,2011-05-31 00:00:00,,
65184fd4-a1cf-4b02-b15a-d4250852ab89,1.0,1.0,500.0,375.0,1.0,744d9b82-e80b-4c79-99b5-313f7a358c40,10.0,,FR-T67Y-62,Yellow,,333.42,62,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,3.2,T,L,U,2013-05-30 00:00:00,,
8bc8be76-d86c-46ab-b9ee-771121c40d23,1.0,1.0,500.0,375.0,1.0,744d9b82-e80b-4c79-99b5-313f7a358c40,7.0,"HL Touring Frame - Blue, 46",FR-T98U-46,Blue,601.7437,1003.91,46,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,2.96,T,H,U,2013-05-30 00:00:00,,
001a3a89-15cc-435e-89e5-0c844f44f595,0.0,1.0,4.0,3.0,0.0,3b4b1256-11d2-4713-860c-1e70bbc27950,38.0,,TG-W091-L,Black,30.9334,74.99,L,,,,S,,W,2012-05-30 00:00:00,2013-05-29 00:00:00,
32860b8b-c957-4c20-9fe0-886a56e29a65,0.0,0.0,1000.0,750.0,0.0,,,Thin-Jam Hex Nut 5,HJ-3816,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
860319af-78a9-44d3-8ea9-5bc752539209,0.0,0.0,1000.0,750.0,0.0,,,Metal Sheet 4,MS-2259,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
27ad5f38-9de0-48ec-8831-bc52864576a3,0.0,0.0,1000.0,750.0,0.0,,,Metal Sheet 3,,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
36847649-a79a-4f70-9b5d-5c403627ab75,0.0,1.0,4.0,3.0,0.0,2cb4136a-654d-4b91-9c42-3c7592b223d3,2.0,AWC Logo Cap,CA-1098,Multi,6.9223,8.99,,,,,S,,U,2011-05-31 00:00:00,,
6e148e42-5cc5-45e0-86cc-0599c2490560,0.0,1.0,4.0,3.0,0.0,1db6b732-bddb-494c-9534-3db9a37df0e6,112.0,Mountain Bottle Cage,BC-M005,,3.7363,9.99,,,,,M,,,2013-05-30 00:00:00,,
df72cd53-a39b-44c7-bf07-c7162e5d1d6c,1.0,1.0,100.0,75.0,4.0,5fb7ef8d-7610-4230-ae2a-09846fd56ada,30.0,"Road-650 Red, 48",BK-R50R-48,Red,486.7066,782.99,48,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,19.13,R,L,U,2011-05-31 00:00:00,2013-05-29 00:00:00,
552107ad-b852-441a-8e37-5c7a6be68199,1.0,1.0,500.0,375.0,1.0,f9a7e077-33a4-4ef3-b979-beaf4bf163de,46.0,HL Mountain Front Wheel,FW-M928,Black,133.2955,300.215,,,,,M,H,,2012-05-30 00:00:00,2013-05-29 00:00:00,
ef16d82b-ab7a-4958-b49a-3c58e40d5be7,0.0,0.0,1000.0,750.0,0.0,,,,LN-5400,,0.0,0.0,,,,,,,,2008-04-30 00:00:00,,
fa7db475-1b85-427c-8412-1631c8f94cca,1.0,1.0,100.0,75.0,4.0,5332b46f-2ec0-453b-8237-c78051d4c7bf,23.0,,BK-M18B-52,Black,294.5797,539.99,52,e2e52698-ce31-4fb2-866f-bcffbdfd3147,c4797df8-be0b-4d3a-a6c4-0f1765f0a822,28.68,M,L,U,2013-05-30 00:00:00,,
