ProductID,Name,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,Weight,DaysToManufacture,ProductLine,Class,Style,ProductSubcategoryID,ProductModelID,SellStartDate,SellEndDate,DiscontinuedDate,rowguid,ModifiedDate,ProductCategoryID,SubcategoryName,CategoryName,order_lines,order_count,total_qty,total_revenue,avg_unit_price,median_unit_price,avg_unit_discount,discounted_line_pct,online_order_pct,territory_count,last_sale_date,revenue_share_europe,revenue_share_north_america,revenue_share_pacific,price_record_count,list_price_min,list_price_max,list_price_mean,list_price_std,current_list_price,cost_record_count,standard_cost_min,standard_cost_max,standard_cost_mean,standard_cost_std,current_standard_cost,linked_offer_count,discount_offer_count,max_discount_pct,avg_discount_pct,max_min_qty,promo_days_total,gross_margin_amount,gross_margin_pct,list_price_range,cost_range,list_price_volatility,cost_volatility,revenue_per_order,qty_per_order,sold_flag,cluster
715,"Long-Sleeve Logo Jersey, L",LJ-0192-L,0,1,Multi,4,3,38.4923,49.99,L,,,,0,S ,,U ,21.0,11.0,2022-05-30 00:00:00.000,,,34CF5EF5-C077-4EA0-914A-084814D5CBD5,2025-02-07 10:01:36.827,3.0,Jerseys,Clothing,1635.0,1635.0,6592.0,198754.97536,34.90102214067278,29.994,0.002122324159021407,0.06788990825688074,0.2764525993883792,10.0,2025-06-29,0.18258699308165083,0.7752526849700694,0.0421603219482797,3.0,48.0673,49.99,48.708200000000005,1.1100713625708918,49.99,3.0,29.0807,38.4923,33.099133333333334,4.854067618331386,38.4923,4.0,3.0,0.1,0.0425,25.0,4594.0,11.497700000000002,0.23000000000000004,1.922699999999999,9.4116,0.02279023578311027,0.1466524083711573,121.56267606116208,4.031804281345566,1,5
716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,0,1,Multi,4,3,38.4923,49.99,XL,,,,0,S ,,U ,21.0,11.0,2022-05-30 00:00:00.000,,,6EC47EC9-C041-4DDA-B686-2125D539CE9B,2025-02-07 10:01:36.827,3.0,Jerseys,Clothing,1076.0,1076.0,2980.0,95611.19708,37.16500520446096,29.994,0.00022304832713754646,0.011152416356877323,0.38382899628252787,10.0,2025-06-29,0.2039946972286146,0.7647390694085847,0.031266233362800606,3.0,48.0673,49.99,48.708200000000005,1.1100713625708918,49.99,3.0,29.0807,38.4923,33.099133333333334,4.854067618331386,38.4923,2.0,1.0,0.02,0.01,11.0,2404.0,11.497700000000002,0.23000000000000004,1.922699999999999,9.4116,0.02279023578311027,0.1466524083711573,88.85798985130111,2.7695167286245352,1,5
717,"HL Road Frame - Red, 62",FR-R92R-62,1,1,Red,500,375,868.6342,1431.5,62,CM ,LB ,2.3,1,R ,H ,U ,14.0,6.0,2022-05-30 00:00:00.000,,,052E4F8B-0A2A-46B2-9F42-10FEBCFAE416,2025-02-07 10:01:36.827,2.0,Road Frames,Components,218.0,218.0,485.0,394255.5724,814.0413880733945,780.8182,0.0,0.0,0.0,9.0,2025-04-30,0.1441794819892316,0.8558205180107683,0.0,3.0,1263.4598,1431.5,1332.1078,88.13785554028411,1431.5,3.0,722.2568,868.6342,779.6197333333333,78.1533779145427,868.6342,1.0,0.0,0.0,0.0,0.0,1309.0,562.8658,0.39320000000000005,168.0401999999999,146.37739999999997,0.06616420648560432,0.10024551018018875,1808.5118,2.2247706422018347,1,3
718,"HL Road Frame - Red, 44",FR-R92R-44,1,1,Red,500,375,868.6342,1431.5,44,CM ,LB ,2.12,1,R ,H ,U ,14.0,6.0,2022-05-30 00:00:00.000,,,A88D3B54-2CAE-43F2-8C6E-EA1D97B46A7C,2025-02-07 10:01:36.827,2.0,Road Frames,Components,219.0,219.0,486.0,395182.6993,813.2804543378996,780.8182,0.0,0.0,0.0,9.0,2025-04-30,0.15075667003016494,0.8492433299698351,0.0,3.0,1263.4598,1431.5,1332.1078,88.13785554028411,1431.5,3.0,722.2568,868.6342,779.6197333333333,78.1533779145427,868.6342,1.0,0.0,0.0,0.0,0.0,1309.0,562.8658,0.39320000000000005,168.0401999999999,146.37739999999997,0.06616420648560432,0.10024551018018875,1804.487211415525,2.219178082191781,1,3
719,"HL Road Frame - Red, 48",FR-R92R-48,1,1,Red,500,375,868.6342,1431.5,48,CM ,LB ,2.16,1,R ,H ,U ,14.0,6.0,2022-05-30 00:00:00.000,,,07BEFC9A-7634-402B-B234-D7797733BAAF,2025-02-07 10:01:36.827,2.0,Road Frames,Components,44.0,44.0,109.0,89872.1736,821.6336863636363,858.9,0.0,0.0,0.0,8.0,2024-07-30,0.21285838356534423,0.7871416164346559,0.0,3.0,1263.4598,1431.5,1332.1078,88.13785554028411,1431.5,3.0,722.2568,868.6342,779.6197333333333,78.1533779145427,868.6342,1.0,0.0,0.0,0.0,0.0,1309.0,562.8658,0.39320000000000005,168.0401999999999,146.37739999999997,0.06616420648560432,0.10024551018018875,2042.5493999999999,2.477272727272727,1,3
720,"HL Road Frame - Red, 52",FR-R92R-52,1,1,Red,500,375,868.6342,1431.5,52,CM ,LB ,2.2,1,R ,H ,U ,14.0,6.0,2022-05-30 00:00:00.000,,,FCFEA68F-310E-4E6E-9F99-BB17D011EBAE,2025-02-07 10:01:36.827,2.0,Road Frames,Components,0.0,0.0,0.0,0.0,1431.5,1431.5,0.0,0.0,0.0,0.0,,,,,3.0,1263.4598,1431.5,1332.1078,88.13785554028411,1431.5,3.0,722.2568,868.6342,779.6197333333333,78.1533779145427,868.6342,1.0,0.0,0.0,0.0,0.0,1309.0,562.8658,0.39320000000000005,168.0401999999999,146.37739999999997,0.06616420648560432,0.10024551018018875,0.0,0.0,0,6
721,"HL Road Frame - Red, 56",FR-R92R-56,1,1,Red,500,375,868.6342,1431.5,56,CM ,LB ,2.24,1,R ,H ,U ,14.0,6.0,2022-05-30 00:00:00.000,,,56C85873-4993-41B4-8096-1067CFD7E4BD,2025-02-07 10:01:36.827,2.0,Road Frames,Components,0.0,0.0,0.0,0.0,1431.5,1431.5,0.0,0.0,0.0,0.0,,,,,3.0,1263.4598,1431.5,1332.1078,88.13785554028411,1431.5,3.0,722.2568,868.6342,779.6197333333333,78.1533779145427,868.6342,1.0,0.0,0.0,0.0,0.0,1309.0,562.8658,0.39320000000000005,168.0401999999999,146.37739999999997,0.06616420648560432,0.10024551018018875,0.0,0.0,0,6
722,"LL Road Frame - Black, 58",FR-R38B-58,1,1,Black,500,375,204.6251,337.22,58,CM ,LB ,2.46,1,R ,L ,U ,14.0,9.0,2022-05-30 00:00:00.000,,,2140F256-F705-4D67-975D-32DE03265838,2025-02-07 10:01:36.827,2.0,Road Frames,Components,392.0,392.0,940.0,177635.904,188.35670714285712,183.9382,0.0,0.0,0.0,9.0,2025-04-30,0.12032262013877555,0.8796773798612245,0.0,3.0,297.6346,337.22,313.8060666666667,20.762730211928613,337.22,3.0,170.1428,204.6251,183.65586666666664,18.410678133717223,204.6251,2.0,1.0,0.35,0.175,0.0,1354.0,132.59490000000002,0.39319998813830737,39.58540000000005,34.48230000000001,0.06616420910046761,0.10024552151733002,453.1528163265306,2.3979591836734695,1,2
723,"LL Road Frame - Black, 60",FR-R38B-60,1,1,Black,500,375,204.6251,337.22,60,CM ,LB ,2.48,1,R ,L ,U ,14.0,9.0,2022-05-30 00:00:00.000,,,AA95E2A5-E7C4-4B74-B1EA-B52EE3B51537,2025-02-07 10:01:36.827,2.0,Road Frames,Components,52.0,52.0,129.0,24844.6922,193.03207307692307,193.1351,0.0,0.0,0.0,8.0,2024-07-30,0.18434765716276416,0.8156523428372359,0.0,3.0,297.6346,337.22,313.8060666666667,20.762730211928613,337.22,3.0,170.1428,204.6251,183.65586666666664,18.410678133717223,204.6251,2.0,1.0,0.35,0.175,0.0,1354.0,132.59490000000002,0.39319998813830737,39.58540000000005,34.48230000000001,0.06616420910046761,0.10024552151733002,477.7825423076923,2.480769230769231,1,2
724,"LL Road Frame - Black, 62",FR-R38B-62,1,1,Black,500,375,204.6251,337.22,62,CM ,LB ,2.5,1,R ,L ,U ,14.0,9.0,2022-05-30 00:00:00.000,,,5247BE33-50BF-4527-8A30-A39AAE500A8E,2025-02-07 10:01:36.827,2.0,Road Frames,Components,0.0,0.0,0.0,0.0,337.22,337.22,0.0,0.0,0.0,0.0,,,,,3.0,297.6346,337.22,313.8060666666667,20.762730211928613,337.22,3.0,170.1428,204.6251,183.65586666666664,18.410678133717223,204.6251,2.0,1.0,0.35,0.175,0.0,1354.0,132.59490000000002,0.39319998813830737,39.58540000000005,34.48230000000001,0.06616420910046761,0.10024552151733002,0.0,0.0,0,6
725,"LL Road Frame - Red, 44",FR-R38R-44,1,1,Red,500,375,187.1571,337.22,44,CM ,LB ,2.32,1,R ,L ,U ,14.0,9.0,2022-05-30 00:00:00.000,2024-05-28 00:00:00.000,,137D319D-44AD-42B2-AB61-60B9CE52B5F2,2025-02-07 10:01:36.827,2.0,Road Frames,Components,374.0,374.0,991.0,194692.599104,194.5252909090909,202.332,0.00010695187165775402,0.0053475935828877,0.0,8.0,2024-04-29,0.07794287029828978,0.9220571297017103,0.0,2.0,306.5636,337.22,321.8918,21.67734832676731,337.22,2.0,181.4857,187.1571,184.3214,4.01028539882139,187.1571,3.0,2.0,0.35,0.12333333333333334,11.0,2449.0,150.0629,0.445,30.65640000000002,5.6714000000000055,0.06734358665479304,0.021757025493629005,520.568446802139,2.6497326203208558,1,2
726,"LL Road Frame - Red, 48",FR-R38R-48,1,1,Red,500,375,187.1571,337.22,48,CM ,LB ,2.36,1,R ,L ,U ,14.0,9.0,2022-05-30 00:00:00.000,2024-05-28 00:00:00.000,,35213547-275F-4767-805D-C8A4B8E13745,2025-02-07 10:01:36.827,2.0,Road Frames,Components,288.0,288.0,671.0,132125.2522,195.63444305555555,202.332,0.0,0.0,0.0,9.0,2025-02-27,0.0726887967295021,0.927311203270498,0.0,2.0,306.5636,337.22,321.8918,21.67734832676731,337.22,2.0,181.4857,187.1571,184.3214,4.01028539882139,187.1571,2.0,1.0,0.35,0.175,0.0,1354.0,150.0629,0.445,30.65640000000002,5.6714000000000055,0.06734358665479304,0.021757025493629005,458.7682368055555,2.329861111111111,1,2
727,"LL Road Frame - Red, 52",FR-R38R-52,1,1,Red,500,375,187.1571,337.22,52,CM ,LB ,2.4,1,R ,L ,U ,14.0,9.0,2022-05-30 00:00:00.000,2024-05-28 00:00:00.000,,C455E0B3-D716-419D-ABF0-7E03EFDD2E26,2025-02-07 10:01:36.827,2.0,Road Frames,Components,48.0,48.0,100.0,20104.4434,200.032775,202.332,0.0,0.0,0.0,8.0,2024-04-29,0.09057639466905111,0.9094236053309488,0.0,2.0,306.5636,337.22,321.8918,21.67734832676731,337.22,2.0,181.4857,187.1571,184.3214,4.01028539882139,187.1571,2.0,1.0,0.35,0.175,0.0,1354.0,150.0629,0.445,30.65640000000002,5.6714000000000055,0.06734358665479304,0.021757025493629005,418.84257083333335,2.0833333333333335,1,2
728,"LL Road Frame - Red, 58",FR-R38R-58,1,1,Red,500,375,187.1571,337.22,58,CM ,LB ,2.46,1,R ,L ,U ,14.0,9.0,2022-05-30 00:00:00.000,2024-05-28 00:00:00.000,,799A56FF-5AD2-41B3-BFAC-528B477AD129,2025-02-07 10:01:36.827,2.0,Road Frames,Components,0.0,0.0,0.0,0.0,337.22,337.22,0.0,0.0,0.0,0.0,,,,,2.0,306.5636,337.22,321.8918,21.67734832676731,337.22,2.0,181.4857,187.1571,184.3214,4.01028539882139,187.1571,2.0,1.0,0.35,0.175,0.0,1354.0,150.0629,0.445,30.65640000000002,5.6714000000000055,0.06734358665479304,0.021757025493629005,0.0,0.0,0,6
729,"LL Road Frame - Red, 60",FR-R38R-60,1,1,Red,500,375,187.1571,337.22,60,CM ,LB ,2.48,1,R ,L ,U ,14.0,9.0,2022-05-30 00:00:00.000,2024-05-28 00:00:00.000,,1784BB14-D1F5-4B24-92DA-9127AD179302,2025-02-07 10:01:36.827,2.0,Road Frames,Components,375.0,375.0,996.0,195933.4094,194.75702453333332,202.332,0.0,0.0,0.0,9.0,2024-06-29,0.07173523720656493,0.9282647627934351,0.0,2.0,306.5636,337.22,321.8918,21.67734832676731,337.22,2.0,181.4857,187.1571,184.3214,4.01028539882139,187.1571,2.0,1.0,0.35,0.175,0.0,1354.0,150.0629,0.445,30.65640000000002,5.6714000000000055,0.06734358665479304,0.021757025493629005,522.4890917333333,2.656,1,2
730,"LL Road Frame - Red, 62",FR-R38R-62,1,1,Red,500,375,187.1571,337.22,62,CM ,LB ,2.5,1,R ,L ,U ,14.0,9.0,2022-05-30 00:00:00.000,2024-05-28 00:00:00.000,,7E73AA1F-8569-4D87-9F80-AC2E513E0803,2025-02-07 10:01:36.827,2.0,Road Frames,Components,288.0,288.0,697.0,137213.485128,195.93036180555555,202.332,6.944444444444444e-05,0.003472222222222222,0.0,9.0,2025-03-29,0.08621366616382238,0.9137863338361777,0.0,2.0,306.5636,337.22,321.8918,21.67734832676731,337.22,2.0,181.4857,187.1571,184.3214,4.01028539882139,187.1571,3.0,2.0,0.35,0.12333333333333334,11.0,2449.0,150.0629,0.445,30.65640000000002,5.6714000000000055,0.06734358665479304,0.021757025493629005,476.43571225,2.420138888888889,1,2
731,"ML Road Frame - Red, 44",FR-R72R-44,1,1,Red,500,375,352.1394,594.83,44,CM ,LB ,2.22,1,R ,M ,U ,14.0,16.0,2022-05-30 00:00:00.000,2023-05-29 00:00:00.000,,459E041C-3234-409E-B4CD-81728F8A2398,2025-02-07 10:01:36.827,2.0,Road Frames,Components,0.0,0.0,0.0,0.0,594.83,594.83,0.0,0.0,0.0,0.0,,,,,1.0,594.83,594.83,594.83,0.0,594.83,1.0,352.1394,352.1394,352.1394,0.0,352.1394,1.0,0.0,0.0,0.0,0.0,1309.0,242.69060000000002,0.40799993275389607,0.0,0.0,0.0,0.0,0.0,0.0,0,6
732,"ML Road Frame - Red, 48",FR-R72R-48,1,1,Red,500,375,352.1394,594.83,48,CM ,LB ,2.26,1,R ,M ,U ,14.0,16.0,2022-05-30 00:00:00.000,2023-05-29 00:00:00.000,,B673189C-C042-413B-8194-73BC44B0492C,2025-02-07 10:01:36.827,2.0,Road Frames,Components,130.0,130.0,250.0,89224.5,356.898,356.898,0.0,0.0,0.0,6.0,2023-04-30,0.0,1.0,0.0,1.0,594.83,594.83,594.83,0.0,594.83,1.0,352.1394,352.1394,352.1394,0.0,352.1394,1.0,0.0,0.0,0.0,0.0,1309.0,242.69060000000002,0.40799993275389607,0.0,0.0,0.0,0.0,686.3423076923077,1.9230769230769231,1,0
733,"ML Road Frame - Red, 52",FR-R72R-52,1,1,Red,500,375,352.1394,594.83,52,CM ,LB ,2.3,1,R ,M ,U ,14.0,16.0,2022-05-30 00:00:00.000,2023-05-29 00:00:00.000,,55EA276B-82D8-4CCB-9AB1-9B1B75B15A83,2025-02-07 10:01:36.827,2.0,Road Frames,Components,44.0,44.0,90.0,32120.82,356.898,356.898,0.0,0.0,0.0,5.0,2023-04-30,0.0,1.0,0.0,1.0,594.83,594.83,594.83,0.0,594.83,1.0,352.1394,352.1394,352.1394,0.0,352.1394,1.0,0.0,0.0,0.0,0.0,1309.0,242.69060000000002,0.40799993275389607,0.0,0.0,0.0,0.0,730.0186363636363,2.0454545454545454,1,0
734,"ML Road Frame - Red, 58",FR-R72R-58,1,1,Red,500,375,352.1394,594.83,58,CM ,LB ,2.36,1,R ,M ,U ,14.0,16.0,2022-05-30 00:00:00.000,2023-05-29 00:00:00.000,,DF4CE1E2-BA9A-4657-B999-CCFA6C55D9C1,2025-02-07 10:01:36.827,2.0,Road Frames,Components,0.0,0.0,0.0,0.0,594.83,594.83,0.0,0.0,0.0,0.0,,,,,1.0,594.83,594.83,594.83,0.0,594.83,1.0,352.1394,352.1394,352.1394,0.0,352.1394,1.0,0.0,0.0,0.0,0.0,1309.0,242.69060000000002,0.40799993275389607,0.0,0.0,0.0,0.0,0.0,0.0,0,6
735,"ML Road Frame - Red, 60",FR-R72R-60,1,1,Red,500,375,352.1394,594.83,60,CM ,LB ,2.38,1,R ,M ,U ,14.0,16.0,2022-05-30 00:00:00.000,2023-05-29 00:00:00.000,,B2E48E8C-63A5-469A-BA4C-4F5EBB1104A4,2025-02-07 10:01:36.827,2.0,Road Frames,Components,0.0,0.0,0.0,0.0,594.83,594.83,0.0,0.0,0.0,0.0,,,,,1.0,594.83,594.83,594.83,0.0,594.83,1.0,352.1394,352.1394,352.1394,0.0,352.1394,1.0,0.0,0.0,0.0,0.0,1309.0,242.69060000000002,0.40799993275389607,0.0,0.0,0.0,0.0,0.0,0.0,0,6
736,"LL Road Frame - Black, 44",FR-R38B-44,1,1,Black,500,375,204.6251,337.22,44,CM ,LB ,2.32,1,R ,L ,U ,14.0,9.0,2022-05-30 00:00:00.000,,,C9967889-F490-4A66-943A-BCE432E938D8,2025-02-07 10:01:36.827,2.0,Road Frames,Components,110.0,110.0,238.0,45164.6846,189.34594727272727,183.9382,0.0,0.0,0.0,9.0,2025-04-30,0.13235985710835677,0.8676401428916433,0.0,3.0,297.6346,337.22,313.8060666666667,20.762730211928613,337.22,3.0,170.1428,204.6251,183.65586666666664,18.410678133717223,204.6251,2.0,1.0,0.35,0.175,0.0,1354.0,132.59490000000002,0.39319998813830737,39.58540000000005,34.48230000000001,0.06616420910046761,0.10024552151733002,410.5880418181818,2.1636363636363636,1,2
737,"LL Road Frame - Black, 48",FR-R38B-48,1,1,Black,500,375,204.6251,337.22,48,CM ,LB ,2.36,1,R ,L ,U ,14.0,9.0,2022-05-30 00:00:00.000,,,3B5F29B6-A441-4FF7-A0FA-FAD10E2CEB4C,2025-02-07 10:01:36.827,2.0,Road Frames,Components,0.0,0.0,0.0,0.0,337.22,337.22,0.0,0.0,0.0,0.0,,,,,3.0,297.6346,337.22,313.8060666666667,20.762730211928613,337.22,3.0,170.1428,204.6251,183.65586666666664,18.410678133717223,204.6251,2.0,1.0,0.35,0.175,0.0,1354.0,132.59490000000002,0.39319998813830737,39.58540000000005,34.48230000000001,0.06616420910046761,0.10024552151733002,0.0,0.0,0,6
738,"LL Road Frame - Black, 52",FR-R38B-52,1,1,Black,500,375,204.6251,337.22,52,CM ,LB ,2.4,1,R ,L ,U ,14.0,9.0,2022-05-30 00:00:00.000,,,18FC5D72-A012-4DC7-BB35-0D01A84D0219,2025-02-07 10:01:36.827,2.0,Road Frames,Components,600.0,600.0,1581.0,299595.522966,189.12310316666668,183.9382,0.00013333333333333334,0.006666666666666667,0.0,9.0,2025-04-30,0.12102617855245751,0.8789738214475425,0.0,3.0,297.6346,337.22,313.8060666666667,20.762730211928613,337.22,3.0,170.1428,204.6251,183.65586666666664,18.410678133717223,204.6251,3.0,2.0,0.35,0.12333333333333334,11.0,2449.0,132.59490000000002,0.39319998813830737,39.58540000000005,34.48230000000001,0.06616420910046761,0.10024552151733002,499.32587161000004,2.635,1,2
